"id","nq","mvinyr","prfuse","csmptv","weight","pvwlbn","pvwlid","pvwlod","prvwel","rwtank","rwtkrp","rwusbn","rwusid","rwusod","rwtuse","otsrid","otsrod","otsodc","mncdsv","munisv","dtcdsv","dstrsv","pvcdsv","prvnsv","dtbtor","xcoord","ycoord","sscdgb","ststgb","smcdgb","mncdgb","munigb","dtcdgb","dstrgb","pvcdgb","prvngb","nbpsnr","nbwkpp","nbchdr","nbadlt","nttper","eqadlt","npnspo","nwprpo","nchdpo","nadtpo","nttppo","eqatpo","rprage","rprgen","rprjob","rped6c","rped4c","income","inceqa","iceqac1","iceqac2","fseaid","dfpay","TEH","dwowsh","dwltyp","dwcsy9","dwcsy6","dwcsy5","livara","lareqa","nbktch","nblvrm","nbbdrm","nbbtrm","nbtoil","pldisw","pmnpol","pmnprp","tmppol","tmpprp","garden","dshwas","dshwrp","wasmch","wasmrp","bath","bathrp","shower","shwrrp","bthshw","btshrp","efshhd","efshrp","eftoil","eftlrp","eftech","efterp","drtoil","drtlrp","hlpwtk","cfdiwq","ppusvl","bdgmtr","lmtmtr","dwelocp","csptdo","cspppd","cspdwo","cspeqa","cspeqo","bill","price1","CVD","CVA","bill70"
5,2015,NA,"no",74,1,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","no","62063","Liege","62000","Liege","60000","Liege","CILE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,NA,"2 facades","1919-1945","1919-1945","Before 1945",58,NA,"1","1","1","1","1","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","suspicious","yes","no","no",NA,NA,NA,NA,NA,NA,358.647184,4.84658356756757,2.6366,1.745,340.0162
29,63112,1999,"no",131,1.134934,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","61068","Villers-Le-Bouillet","61000","Huy","60000","Liege","SWDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,3,1.8,0,2,1,2,3,1.8,51,"F","other",NA,NA,1750,11666.6666666667,"precarious","modest","no","no",2.960694,"owner - mortgage loan","2 facades","Before 1875","Before 1919","Before 1945",100,55.5555555555556,"1","2","2","1","1","no","no","no","no","no","yes","no","no","yes","yes","yes","no","no","no","bathtub","none","yes","yes","yes","yes","yes","yes","no","no","no","neither confident nor suspicious","yes","no","no",1,131,119.634703196347,119.634703196347,199.391171993912,199.391171993912,621.74565,4.74615,2.448,1.745,325.0225
34,9131,2007,"no",102.08,0.57861,"no","no","no","no","yes","no","yes","yes","no","indoor","yes","no","no","52015","Courcelles","52000","Charleroi","50000","Hainaut","SWDE",150231.250904073,126944.510603285,"52015A311","La Coupe","52015A3","52015","Courcelles","52000","Charleroi","50000","Hainaut",0,3,0,3,3,2,0,3,0,3,3,2,55,"M","(pre)retired","higher not university","university",3750,22500,"modest","average","no","no",1.08345,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",200,100,"1","1","2","0","2","yes","no","no","yes","no","yes","yes","no","yes","no","yes","no","no","no","bathtub","none","no","no","yes","no","yes","no","no","no","no","neither confident nor suspicious","yes","no","no",0.942307692307692,108.329795918367,93.2237442922374,98.9313204733948,139.835616438356,148.396980710092,487.552512,4.77618056426332,2.448,1.745,325.0225
36,4567,2010,"no",71,2.68686,"no","no","no","no","no","no","no","no","no","no","no","no","no","62096","Seraing","62000","Liege","60000","Liege","CILE",231210.872387596,144028.078595437,"62096A100","Lize Est","62096A1","62096","Seraing","62000","Liege","60000","Liege",0,2,1,2,3,1.8,0,2,1,2,3,1.8,28,"M","unemployed","highschool","highschool",750,5000,"precarious","precarious","no","no",3.829711,"renter - private sector","appartment/studio","1946-1970","1946-1970","1946-1970",70,38.8888888888889,"1","1","2","1","0","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","none","none","no","no","yes","no","yes","no","no","no","no","rather confident","yes","no","no",0.903846153846154,78.5531914893617,64.8401826484018,71.7380744195084,108.06697108067,119.563457365847,344.673946,4.85456261971831,2.6366,1.745,340.0162
37,11455,NA,"no",40,1,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",232045.610461297,149460.991959848,"62063K1AP","En Ster","62063K1","62063","Liege","62000","Liege","60000","Liege",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,NA,"2 facades","1919-1945","1919-1945","Before 1945",58,NA,"1","1","1","1","1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","rather confident","yes","no","no",NA,NA,NA,NA,NA,NA,200.28382,5.0070955,2.6366,1.745,340.0162
39,13131,1997,"no",39.16,0.901312,"no","no","no","no","no","no","no","no","no","no","no","no","no","55004","Braine-Le-Comte","55000","Soignies","50000","Hainaut","SWDE",132854.781994397,144169.800246111,"55004A132","Richercha","55004A1","55004","Braine-Le-Comte","55000","Soignies","50000","Hainaut",0,2,0,2,2,1.5,0,2,0,2,2,1.5,57,"M","worker","highschool","highschool",2250,18000,"modest","modest","no","no",0.724423,"owner - mortgage loan","2 facades","1919-1945","1919-1945","Before 1945",100,66.6666666666667,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","yes","yes","yes","no","no","no","bathtub","none","yes","no","yes","no","yes","no","no","no","no","confident","yes","no","no",0.942307692307692,41.5575510204082,53.6438356164384,56.9281520827509,71.5251141552511,75.9042027770012,195.594274,4.99474652706844,2.448,1.745,325.0225
42,7297,2012,"no",115,2.554732,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","62063","Liege","62000","Liege","60000","Liege","CILE",236761.283285048,146837.266094443,"62063F21-","Peville","62063F2","62063","Liege","62000","Liege","60000","Liege",0,2,0,2,2,1.5,0,2,0,2,2,1.5,36,"M","private sector","higher not university","university",2250,18000,"modest","modest","no","yes",2.03561,"renter - private sector","2 facades","1981-1990","1971-1990","1971-1990",200,133.333333333333,"1","1","2","1","1","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","none","none","no","no","yes","no","yes","no","no","no","no","confident","yes","no","no",0.865384615384615,132.888888888889,157.534246575342,182.039573820396,210.045662100457,242.719431760528,549.61477,4.77925886956522,2.6366,1.745,340.0162
44,5866,2000,"yes",NA,1.134934,"no","no","no","no","yes","yes","yes","no","yes","outdoor","no","yes","yes","61028","Heron","61000","Huy","60000","Liege","SWDE",201408.480750606,137946.722993856,"61028A00-","Heron-Centre","61028A0","61028","Heron","61000","Huy","60000","Liege",0,1,0,1,1,1,0,1,0,1,1,1,50,"M","manager",NA,NA,2750,33000,"average","higher","no","no",1.239941,"owner - mortgage loan","4 facades","Before 1875","Before 1919","Before 1945",150,150,"1","2","3 or more","1","1","no","yes","no","no","no","yes","yes","yes","yes","yes","yes","no","no","no","bathtub","none","yes","yes","yes","yes","yes","yes","no","no","no","rather confident","yes","no","no",0.980769230769231,NA,NA,NA,NA,NA,409.180379,NA,2.448,1.745,325.0225
45,14614,2004,"yes",NA,0.82939,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","61079","Anthisnes","61000","Huy","60000","Liege","CILE",231269.416241823,130884.55281964,"61079A090","Anthisnes - Habitations Disp.","61079A0","61079","Anthisnes","61000","Huy","60000","Liege",0,2,2,2,4,2.1,0,2,2,2,4,2.1,43,"M","independent","professional","vocation",1750,10000,"precarious","precarious","no","no",2.129259,"owner - mortgage loan","4 facades","2001-2005","2001 and after","2001 and after",150,71.4285714285714,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","both","none","no","no","yes","no","yes","no","no","no","no","confident","yes","no","no",0.961538461538462,NA,NA,NA,NA,NA,447.144358,NA,2.6366,1.745,340.0162
46,2166,1974,"no",119.57,0.820895,"yes","no","yes","outdoor","no","no","no","no","no","no","no","yes","no","63049","Malmedy","63000","Verviers","60000","Liege","SWDE",267871.927702003,125069.91242524,"63049A00-","Centre Malmedy","63049A0","63049","Malmedy","63000","Verviers","60000","Liege",0,2,0,2,2,1.5,0,2,0,2,2,1.5,62,"M","(pre)retired","highschool","highschool",2250,18000,"modest","modest","no","no",2.106329,"owner","3 facades","1946-1970","1946-1970","1946-1970",150,100,"1","1","3 or more","1","2","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","shower","none","no","no","yes","no","yes","no","no","no","no","rather confident","yes","no","no",0.961538461538462,124.3528,163.794520547945,170.346301369863,218.392694063927,227.128401826484,568.708736,4.75628281341474,2.448,1.745,325.0225
47,14128,1977,"no",97,0.570435,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",234265.438637612,150012.401737105,"62063A61-","Seeliger","62063A6","62063","Liege","62000","Liege","60000","Liege",2,0,0,2,2,1.5,2,0,0,2,2,1.5,71,"M","(pre)retired","highschool","highschool",2750,22000,"modest","average","no","no",1.41144,"owner","2 facades","1946-1970","1946-1970","1946-1970",90,60,"1","2","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no","bathtub","bathtub","yes","yes","no","no","yes","yes","no","no","no","neither confident nor suspicious","yes","no","no",0.961538461538462,100.88,132.876712328767,138.191780821918,177.168949771689,184.255707762557,465.775342,4.80180764948454,2.6366,1.745,340.0162
48,12131,2008,"no",82.6,0.820389,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","57027","Estaimpuis","57000","Tournai","50000","Hainaut","SWDE",75504.9515373378,155375.688757099,"57027C00-","Saint-Leger-Centre","57027C0","57027","Estaimpuis","57000","Tournai","50000","Hainaut",0,2,3,2,5,2.4,0,2,3,2,5,2.4,37,"M","state employee","highschool","highschool",3250,16250,"modest","modest","no","no",1.018365,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",200,83.3333333333333,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","both","none","yes","no","yes","no","yes","no","no","no","no","rather suspicious","yes","no","no",0.980769230769231,84.2196078431373,45.2602739726027,46.1477303250067,94.2922374429224,96.141104843764,397.16239,4.80826138014528,2.448,1.745,325.0225
50,14087,1983,"no",38,0.389764,"no","no","no","no","yes","no","no","no","no","no","no","no","no","25119","Lasne","25000","Nivelles","20002","Brabant Wallon","IECBW",154740.974149167,149817.14743893,"25119C110","Hanogrune","25119C1","25119","Lasne","25000","Nivelles","20002","Brabant Wallon",1,0,0,1,1,1,1,0,0,1,1,1,73,"M","(pre)retired","university","university",1250,15000,"modest","modest","no","no",1.128299,"owner","4 facades","1946-1970","1946-1970","1946-1970",130,130,"1","2","3 or more","2","2","no","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","both","none","yes","no","no","no","yes","no","no","no","no","confident","yes","no","no",0.923076923076923,41.1666666666667,104.109589041096,112.785388127854,104.109589041096,112.785388127854,169.2449,4.45381315789474,2.16,1.745,302.1265
51,7928,2015,"no",NA,1.95462,"no","no","no","no","no","no","no","no","no","no","no","no","no","55022","La Louviere","55000","Soignies","50000","Hainaut","SWDE",135044.682233802,130964.353673882,"55022K211","Couturelle","55022K2","55022","La Louviere","55000","Soignies","50000","Hainaut",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","not user",NA,"renter - private sector","appartment/studio","1971-1980","1971-1990","1971-1990",90,NA,"1","0","1","1","1","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","confident","yes","no","no",NA,NA,NA,NA,NA,NA,115.534939,NA,2.448,1.745,325.0225
53,11295,1998,"no",162.56,0.584959,"no","no","no","no","no","no","no","no","no","no","no","no","no","64015","Braives","64000","Waremme","60000","Liege","SWDE",202873.626650498,145370.290453556,"64015F00-","Ville-En-Hesbaye-Centre","64015F0","64015","Braives","64000","Waremme","60000","Liege",0,4,0,4,4,2.5,0,4,0,4,4,2.5,51,"M","private sector","higher not university","university",2750,13200,"modest","modest","no","no",2.327845,"owner - mortgage loan","4 facades","1991-2000","1991-2000","1991-2000",160,64,"1","1","3 or more","3 or more","2","yes","no","no","yes","no","no","yes","yes","yes","yes","no","no","yes","yes","shower","shower","no","no","yes","no","yes","no","no","no","no","confident","no","no","no",1,162.56,111.342465753425,111.342465753425,178.147945205479,178.147945205479,768.188784,4.72557076771654,2.448,1.745,325.0225
54,10602,2001,"no",15.27,0.724269,"yes","yes","yes","both","yes","no","no","no","no","no","yes","yes","no","51004","Ath","51000","Ath","50000","Hainaut","SWDE",110450.535235131,145095.060346926,"51004H00-","Arbre-Centre","51004H0","51004","Ath","51000","Ath","50000","Hainaut",0,1,0,1,1,1,0,1,0,1,1,1,63,"M","incapable","highschool","highschool",1250,15000,"modest","modest","no","no",0.882942,"owner","4 facades","1971-1980","1971-1990","1971-1990",121,121,"1","1","2","1","1","no","no","no","no","no","yes","no","no","yes","yes","no","no","yes","no","shower","none","yes","no","yes","no","yes","no","no","no","no","confident","yes","no","no",1,15.27,41.8356164383562,41.8356164383562,41.8356164383562,41.8356164383562,132.44125,8.67329731499673,2.448,1.745,325.0225
55,5478,2014,"no",71.57,4.297486,"no","no","no","no","no","no","no","no","no","no","no","no","no","56001","Anderlues","56000","Thuin","50000","Hainaut","SWDE",140343.956793739,121819.222432007,"56001A21-","Point Du Jour","56001A2","56001","Anderlues","56000","Thuin","50000","Hainaut",0,1,0,1,1,1,0,1,0,1,1,1,20,"M","unemployed","before highschool","before highschool",750,9000,"precarious","precarious","no","no",3.844239,"renter - social or public","appartment/studio","2001-2005","2001 and after","2001 and after",50,50,"1","1","1","1","1","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","bathtub","bathtub","no","no","yes","no","yes","no","no","no","no","no opinion","yes","no","no",1,71.57,196.082191780822,196.082191780822,196.082191780822,196.082191780822,345.981536,4.83416984770155,2.448,1.745,325.0225
56,4439,2013,"no",42,1.091873,"no","no","no","no","no","no","no","no","no","no","no","no","no",NA,"Limbourg",NA,NA,NA,NA,"SWDE",261403.77242239,146668.088919358,"63046A11-","Dolhain - Rive Droite Amont","63046A1","63046","Limburg","63000","Verviers","60000","Liege",0,2,0,2,2,1.5,0,1.75,0,1.75,1.75,1.375,28,"M","private sector","higher not university","university",2250,18000,"modest","modest","no","no",0.773231,"owner - mortgage loan","3 facades","1946-1970","1946-1970","1946-1970",102,68,"1","1","2","1","1","yes","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","bathtub","none","yes","no","no","no","yes","no","no","no","no","confident","yes","no","no",0.942307692307692,44.5714285714286,57.5342465753425,69.7791445345261,76.7123287671233,88.8098203166696,208.7723,4.97076904761905,2.448,1.745,325.0225
57,9368,1995,"no",141.36,0.901312,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","51014","Chievres","51000","Ath","50000","Hainaut","SWDE",110529.288787677,141902.903939531,"51014A001","Chievres-Centre","51014A0","51014","Chievres","51000","Ath","50000","Hainaut",0,3,2,3,5,2.6,0,3,2,3,5,2.6,47,"M","state employee","higher not university","university",3250,15000,"modest","modest","no","no",1.717481,"owner - mortgage loan","2 facades","1919-1945","1919-1945","Before 1945",105,40.3846153846154,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","yes","no","no","no","no","confident","yes","no","no",0.961538461538462,147.0144,77.4575342465753,80.5558356164384,148.95679662803,154.915068493151,669.817604,4.73838146576118,2.448,1.745,325.0225
58,5641,2008,"no",77,0.406484,"no","no","no","no","no","no","no","no","no","no","no","no","no","62003","Ans","62000","Liege","60000","Liege","CILE",232866.584712548,149823.904931687,"62003A001","Ans-Centre","62003A0","62003","Ans","62000","Liege","60000","Liege",1,1,0,2,2,1.5,1,1,0,2,2,1.5,70,"M","(pre)retired","highschool","highschool",2750,22000,"modest","average","no","no",1.129153,"owner","appartment/studio","2006 and after","2001 and after","2001 and after",90,60,"1","1","2","1","1","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","yes","no","no","no","no","rather suspicious","yes","no","no",1,77,105.479452054795,105.479452054795,140.639269406393,140.639269406393,372.620422,4.83922625974026,2.6366,1.745,340.0162
59,2437,2012,"yes",NA,2.92468,"no","no","no","no","no","no","no","no","no","no","no","no","no","52011","Charleroi","52000","Charleroi","50000","Hainaut","SWDE",157556.359714927,127938.355709009,"52011R0AR","Wauters","52011R0","52011","Charleroi","52000","Charleroi","50000","Hainaut",0,1,0,1,1,1,0,1,0,1,1,1,29,"F","private sector","professional","vocation",1250,15000,"modest","modest","no","yes",1.646405,"renter - private sector","appartment/studio","1946-1970","1946-1970","1946-1970",50,50,"1","1","1","1","1","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","shower","shower","yes","no","yes","yes","yes","yes","no","no","no","rather suspicious","yes","no","no",0.980769230769231,NA,NA,NA,NA,NA,246.960735,NA,2.448,1.745,325.0225
60,10230,2001,"no",105.36,0.82939,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","61080","Engis","61000","Huy","60000","Liege","SWDE",223282.423614213,138834.126371559,"61080C112","Aux Granges","61080C1","61080","Engis","61000","Huy","60000","Liege",0,2,1,2,3,1.8,0,2,1,2,3,1.8,43,"F","state employee","university","university",3750,25000,"modest","average","no","no",1.117272,"owner - mortgage loan","4 facades","1991-2000","1991-2000","1991-2000",200,111.111111111111,"1","1","2","1","1","no","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","both","none","yes","no","yes","no","yes","no","no","no","no","neither confident nor suspicious","yes","no","no",1,105.36,96.2191780821918,96.2191780821918,160.365296803653,160.365296803653,502.772204,4.77194574791192,2.448,1.745,325.0225
64,4403,1983,"no",142.96,0.732216,"no","no","no","no","no","no","no","no","no","no","no","no","no","63079","Verviers","63000","Verviers","60000","Liege","SWDE",258853.406826034,143627.851298668,"63079B010","Stembert - Rue De Hevremont","63079B0","63079","Verviers","63000","Verviers","60000","Liege",0,2,0,2,2,1.5,0,2,0,2,2,1.5,56,"M","manager","highschool","highschool",4750,38000,"average","higher","no","no",1.188144,"owner - mortgage loan","4 facades","1981-1990","1971-1990","1971-1990",146,97.3333333333333,"1","2","3 or more","1","2","no","no","no","no","no","yes","yes","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","no","no","yes","no","no","no","no","confident","yes","no","no",1,142.96,195.835616438356,195.835616438356,261.114155251142,261.114155251142,677.241844,4.73728206491326,2.448,1.745,325.0225
66,3967,2006,"no",95.35,1.134934,"no","no","no","no","no","no","no","no","no","no","no","no","no","63079","Verviers","63000","Verviers","60000","Liege","SWDE",254026.106922243,142427.344389783,"63079F200","Francomont","63079F2","63079","Verviers","63000","Verviers","60000","Liege",0,3,0,3,3,2,0,3,0,3,3,2,54,"F","worker","technique","vocation",4750,28500,"average","higher","no","no",0.800569,"owner - mortgage loan","2 facades","1875-1918","Before 1919","Before 1945",120,60,"1","1","3 or more","0","0","no","no","no","no","no","yes","yes","no","yes","yes","no","no","yes","yes","shower","shower","no","no","yes","yes","yes","yes","no","no","no","confident","yes","no","no",1,95.35,87.0776255707762,87.0776255707762,130.616438356164,130.616438356164,456.324302,4.78578187729418,2.448,1.745,325.0225
68,584,2001,"no",124.87,0.820895,"no","no","no","no","no","no","no","no","no","no","no","no","no","62079","Oupeye","62000","Liege","60000","Liege","SWDE",239475.946665182,156246.53988895,"62079A032","Au Chenai","62079A0","62079","Oupeye","62000","Liege","60000","Liege",0,3,0,3,3,2,0,3,0,3,3,2,46,"M","state employee","technique","vocation",4750,28500,"average","higher","no","no",1.04088,"owner - mortgage loan","4 facades","1946-1970","1946-1970","1946-1970",200,100,"1","2","3 or more","2","0","no","no","no","no","no","no","yes","no","yes","yes","yes","no","yes","no","both","none","no","no","yes","no","yes","no","no","no","no","confident","yes","no","no",0.942307692307692,132.515102040816,114.036529680365,121.018358028143,171.054794520548,181.527537042214,593.301531,4.75135365580203,2.448,1.745,325.0225
71,10513,1996,"no",62,0.911202,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",232640.640876456,148573.016847589,"62063K11-","La Branche","62063K1","62063","Liege","62000","Liege","60000","Liege",0,2,0,2,2,1.5,0,2,0,2,2,1.5,57,"F","private sector","higher not university","university",2750,22000,"modest","average","no","no",0.917437,"owner","2 facades","1919-1945","1919-1945","Before 1945",150,100,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","no","no","no","yes","yes","shower","shower","yes","yes","yes","yes","yes","yes","no","no","no","confident","yes","no","no",0.961538461538462,64.48,84.9315068493151,88.3287671232877,113.24200913242,117.771689497717,302.754232,4.88313277419355,2.6366,1.745,340.0162
73,3898,1975,"no",83,0.508812,"no","no","no","no","no","no","no","no","no","no","no","no","no","62003","Ans","62000","Liege","60000","Liege","CILE",230712.303886157,151927.480988349,"62003C001","Alleur-Centre","62003C0","62003","Ans","62000","Liege","60000","Liege",2,0,0,2,2,1.5,2,0,0,2,2,1.5,70,"M","(pre)retired","higher not university","university",2250,18000,"modest","modest","no","no",1.483581,"owner","2 facades","1971-1980","1971-1990","1971-1990",100,66.6666666666667,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","yes","no","no","no","no","confident","yes","no","no",0.942307692307692,88.0816326530612,113.698630136986,120.659770757618,151.598173515982,160.879694343491,400.566898,4.82610720481928,2.6366,1.745,340.0162
74,10875,1991,"no",67,0.732216,"no","no","no","no","no","no","no","no","no","no","no","no","no","62022","Chaudfontaine","62000","Liege","60000","Liege","CILE",239372.83655967,139526.149836309,"62022B034","Chambourcy","62022B0","62022","Chaudfontaine","62000","Liege","60000","Liege",0,2,0,2,2,1.5,0,2,0,2,2,1.5,56,"M","state employee","higher not university","university",2750,22000,"modest","average","no","no",0.988009,"owner","4 facades","1971-1980","1971-1990","1971-1990",120,80,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","yes","yes","yes","no","no","yes","yes","shower","shower","yes","yes","yes","no","yes","yes","no","no","no","rather confident","yes","no","no",1,67,91.7808219178082,91.7808219178082,122.374429223744,122.374429223744,326.042962,4.86631286567164,2.6366,1.745,340.0162
75,4843,2009,"no",97.48,2.109651,"no","no","no","no","no","no","no","no","no","no","no","no","no","81001","Arlon","81000","Arlon","80000","Luxembourg","SWDE",253452.793654153,42985.1081069112,"81001A301","Galgenberg","81001A3","81001","Arlon","81000","Arlon","80000","Luxembourg",0,2,0,2,2,NA,NA,NA,0,NA,NA,NA,64,NA,NA,NA,NA,1250,NA,NA,NA,"no","no",3.108052,"renter - private sector","2 facades","1946-1970","1946-1970","1946-1970",90,NA,"1","1","3 or more","1","1","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","bathtub","none","no","no","yes","no","yes","no","no","no","no","neither confident nor suspicious","yes","no","no",1,97.48,133.534246575342,NA,NA,NA,466.207822,4.78259973327862,2.448,1.745,325.0225
76,4291,2011,"no",70.82,2.592491,"no","no","no","no","no","no","no","no","no","no","no","no","no","92094","Namur","92000","Namur","90000","Namur","SWDE",185282.179128987,129276.231350966,"92094A601","Pont De Louvain","92094A6","92094","Namur","92000","Namur","90000","Namur",0,1,0,1,1,1,0,1,0,1,1,1,28,"M","state employee","highschool","highschool",2250,27000,"average","higher","no","no",1.268524,"renter - private sector","appartment/studio","2001-2005","2001 and after","2001 and after",100,100,"1","1","2","1","1","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","bathtub","none","yes","yes","yes","no","yes","yes","no","no","no","confident","yes","no","no",0.903846153846154,78.3540425531915,194.027397260274,214.668609734771,194.027397260274,214.668609734771,342.501423,4.83622455521039,2.448,1.745,325.0225
77,13445,2010,"no",25.05,0.82939,"no","no","no","no","yes","yes","yes","yes","yes","both","yes","yes","no","61019","Ferrieres","61000","Huy","60000","Liege","SWDE",240379.830126953,118849.555014038,"61019A41-","Jehonheid","61019A4","61019","Ferrieres","61000","Huy","60000","Liege",0,2,2,2,4,2.1,0,2,2,2,4,2.1,35,"M","state employee","university","university",3250,18571.4285714286,"modest","modest","no","no",0.374747,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",160,76.1904761904762,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","yes","yes","no","yes","yes","yes","yes","both","both","yes","yes","yes","yes","yes","yes","no","no","no","confident","yes","no","no",1,25.05,17.1575342465753,17.1575342465753,32.6810176125245,32.6810176125245,146.151343,5.8343849500998,2.448,1.745,325.0225
79,12384,1983,"no",81.78,2.440735,"no","no","no","no","no","no","no","no","no","no","no","no","no","56049","Merbes-Le-Chateau","56000","Thuin","50000","Hainaut","SWDE",135568.218700526,112536.413311004,"56049A001","Merbes-Le-Chateau-Centre","56049A0","56049","Merbes-Le-Chateau","56000","Thuin","50000","Hainaut",0,2,0,2,2,1.5,0,2,0,2,2,1.5,59,"M","incapable","technique","vocation",1250,10000,"precarious","precarious","no","no",2.622383,"renter - private sector","2 facades","1919-1945","1919-1945","Before 1945",120,80,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","no","yes","no","no","no","bathtub","none","no","no","yes","yes","yes","yes","no","no","no","rather confident","yes","no","no",1,81.78,112.027397260274,112.027397260274,149.369863013699,149.369863013699,393.357467,4.80994701638542,2.448,1.745,325.0225
80,4580,1982,"no",88,0.347659,"no","no","no","no","yes","no","no","no","no","no","no","no","no","25110","Waterloo","25000","Nivelles","20002","Brabant Wallon","IECBW",152689.181607113,156817.404470893,"25110A01-","Belle-Vue","25110A0","25110","Waterloo","25000","Nivelles","20002","Brabant Wallon",1,1,0,2,2,1.5,1,1,0,2,2,1.5,66,"M","(pre)retired","university","university",4250,34000,"average","higher","no","no",0.738965,"owner","4 facades","1981-1990","1971-1990","1971-1990",156,104,"1","1","3 or more","1","1","yes","yes","no","no","no","yes","yes","yes","yes","no","yes","no","yes","no","both","none","yes","no","yes","no","yes","no","no","no","no","confident","yes","no","no",0.884615384615385,99.4782608695652,120.547945205479,136.271590232281,160.730593607306,181.695453643042,376.8724,4.28264090909091,2.16,1.745,302.1265
82,12752,2007,"yes",NA,0.820389,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","55040","Soignies","55000","Soignies","50000","Hainaut","SWDE",123055.470821438,134082.461798142,"55040D191","Les Bruyeres","55040D1","55040","Soignies","55000","Soignies","50000","Hainaut",0,2,2,2,4,2.1,0,2,2,2,4,2.1,34,"M","manager","higher not university","university",2750,15714.2857142857,"modest","modest","no","no",0.451464,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",145,69.0476190476191,"1","1","3 or more","2","3 or more","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","yes","no","both","none","yes","no","yes","no","yes","no","no","no","no","rather confident","yes","no","no",0.923076923076923,NA,NA,NA,NA,NA,148.98308,NA,2.448,1.745,325.0225
