"(Intercept)","npspos","nwppos","nchpos","iceqacmodest","iceqacaverage","iceqachigher","prvweloutdoor","prvwelindoor","prvwelboth","rwtuseoutdoor","rwtuseindoor","rwtuseboth","laeqas30","gardenyes","pmnpolyes","bathyes","municd","random","rdpp"
64.3840899327132,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25005",70.1883318232659,42.5285114741242
63.5052061055415,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25014",69.3094479960942,41.6496276469526
63.1515414719439,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25015",68.9557833624966,41.2959630133549
64.8562682701219,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25018",70.6605101606746,43.000689811533
62.0152737425578,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25023",67.8195156331104,40.1596952839688
61.4061983987046,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25031",67.2104402892572,39.5506199401156
63.368561098096,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25037",69.1728029886487,41.512982639507
66.3367988526776,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25043",72.1410407432303,44.4812203940887
61.4682312439438,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25044",67.2724731344964,39.6126527853548
64.9537621511434,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25048",70.758004041696,43.0981836925544
64.1120210562739,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25050",69.9162629468266,42.256442597685
65.5077700911533,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25068",71.312011981706,43.6521916325643
61.2173467915053,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25072",67.021588682058,39.3617683329164
62.5865667108684,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25084",68.390808601421,40.7309882522794
62.3610186424698,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25091",68.1652605330225,40.5054401838809
61.0284260841017,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25105",66.8326679746543,39.1728476255127
67.4051622328536,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25107",73.2094041234063,45.5495837742646
65.6734568823006,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25110",71.4776987728533,43.8178784237117
64.6568212472201,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25112",70.4610631377728,42.8012427886312
62.3524795829057,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25117",68.1567214734584,40.4969011243168
64.358456392163,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25118",70.1626982827157,42.5028779335741
66.6556987178256,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25119",72.4599406083782,44.8001202592366
61.4681203710704,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25120",67.272362261623,39.6125419124814
56.6575815295525,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25121",62.4618234201051,34.8020030709635
60.6483923387918,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25122",66.4526342293445,38.7928138802029
61.6584065746536,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25123",67.4626484652063,39.8028281160647
63.3531109270085,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"25124",69.1573528175612,41.4975324684195
64.1455975024545,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"51004",69.9498393930072,42.2900190438656
61.6244713896916,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"51008",67.4287132802443,39.7688929311026
61.1635779065442,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"51009",66.9678197970969,39.3079994479552
62.3165539278596,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"51014",68.1207958184122,40.4609754692706
62.9255024087778,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"51017",68.7297442993304,41.0699239501888
66.1454089884365,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"51019",71.9496508789891,44.2898305298475
62.682240068714,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"51065",68.4864819592666,40.826661610125
64.0760068324583,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52010",69.880248723011,42.2204283738694
63.5844772884129,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52011",69.3887191789656,41.728898829824
61.1158670474451,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52012",66.9201089379978,39.2602885888561
57.4253112626044,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52015",63.2295531531571,35.5697328040155
64.267068385456,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52018",70.0713102760086,42.411489926867
63.5268027740101,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52021",69.3310446645628,41.6712243154212
53.9951158657505,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52022",59.7993577563032,32.1395374071616
59.636721304577,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52025",65.4409631951297,37.7811428459881
65.4184420264187,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52043",71.2226839169714,43.5628635678298
65.6094565752461,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52048",71.4136984657988,43.7538781166571
58.2411870662405,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52055",64.0454289567932,36.3856086076516
67.0833712795986,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52063",72.8876131701513,45.2277928210097
63.3451820725324,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52074",69.149423963085,41.4896036139434
64.2996813894833,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"52075",70.103923280036,42.4441029308943
62.1588003739042,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"53014",67.9630422644568,40.3032219153152
58.7093349835981,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"53020",64.5135768741508,36.8537565250092
61.6013349388128,22.8299553375499,25.5304080383053,11.4561775814276,4.34889895952726,5.80424189055267,16.6384041318461,-7.45428465011704,18.4932832539566,-17.559987162878,-4.83241326959896,-13.5131794862047,-28.8825545861683,2.05975949585508,8.57906746145945,22.3049233454878,5.57681536185849,"53028",67.4055768293654,39.7457564802238
