"id","(Intercept)","nadtpo1","nchdpo","iceqac2precarious","iceqac2modest","iceqac2higher","prvweloutdoor","prvwelindoor","prvwelboth","rwtuseoutdoor","rwtuseindoor","rwtuseboth","livars","gardenyes","pmnpolyes","bathyes","LS.influence$hat","LS.dffits","LS.Cd"
66,-0.000662825259283486,-0.00564169426738696,0.00130863840221758,0.000964800107696337,7.34831245463043e-05,-0.00802892496413525,0.00109291814175578,-0.000184088811777383,0.00141829255194182,0.00442132131562969,0.000699695697110601,0.00368250238976823,0.00194429659888562,-0.00406745676264052,0.000464835463500158,0.00615396771701496,0.0102577962758048,-0.0139944124179748,1.22472918374945e-05
68,0.00729415783056428,0.0212371330425291,-0.00766280170065106,-0.00562179057259283,-0.000309650137774981,0.0246551005623863,-0.00122130495351002,-0.00053274203385456,-0.00232784336796094,-0.00318692789216864,-0.00444992660440764,-0.00390112614039184,0.0130962969820186,-0.0235386752581391,-0.00302523028464044,0.00677884554702249,0.00740605246391528,0.0489800107445329,0.000149999955694519
71,-0.00979491483940316,0.000411667132930264,0.00236498308534888,0.00547059334792676,0.00738905271658399,0.00578747047732226,0.00147994904117059,4.18219451177132e-05,0.00198291444906986,0.00574460255070559,0.00099680659461103,0.00576406116102804,-0.00264341370133924,-0.00537028458255254,0.00125580559630057,0.00836105418380897,0.00538133627558471,-0.01516132751601,1.4374712220692e-05
73,-0.00157156832521058,0.000546409664004168,-0.00167308331653441,-0.000203275301971341,0.00223748528145717,-2.44633567598563e-05,-0.000889975207981981,-0.000235194306977403,-0.0012221980945825,-0.00319706716134195,-0.000471830052408677,-0.00281262342994611,-0.00149094265769521,0.00319179395527354,0.00012818099931332,0.0018628376377429,0.00174988689646672,0.00630195351891381,2.48359147211318e-06
74,-0.000764181001604292,-2.12566827679538e-05,0.000178555220209033,0.000497809994193222,0.000651071448410856,0.00047890813685902,0.000120843040080592,-1.40705504832883e-06,0.000152500900545514,0.000489112391318797,8.04435606764773e-05,0.000468561450300863,1.42748835139042e-05,-0.000492729130745613,7.27140011323003e-05,0.00067833502842438,0.00419336105384498,-0.00127536102283243,1.01718920207258e-07
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
76,0.0268653796531588,-0.01408894818149,-0.00771054671656892,-0.0102794491605166,-0.00481785229783188,0.0742268336529392,0.00097851833041317,-0.000962642326701193,0.00100738807196312,-0.00723939362601309,-0.00639205047718786,-0.00853204568449509,-0.0125124682017583,-0.0499276059765974,-2.45613758244689e-05,0.0273310493404883,0.0160759144388933,0.127305219337068,0.00101291849146249
77,0.0205115022599459,0.00536383264152382,-0.0541592462369321,-0.00414327932827011,-0.0286860344718041,-0.00326557093728002,0.000965140502645577,0.00228801303144967,0.00218821548581372,0.000940383798611453,-0.00106447442840266,-0.0484733724929682,-0.00202250018965143,7.27644978401137e-05,0.0096708475481866,-0.00801350368094767,0.00491680297125938,-0.0922467024469694,0.000531615046009454
79,-0.0108975391931974,-0.00817203619025759,-0.0142156857429682,0.0423829690284543,0.000754497135874256,-0.00132892252945538,-0.00605850815555479,7.15163313680663e-05,-0.00793357471748199,-0.0208861357826514,-0.00115975474652087,-0.020566305841655,0.000849786506167015,0.0296868684988867,0.00064915944161821,0.012328474198345,0.0148560346408415,0.0641847247103246,0.000257590059667416
80,0.00461859463880159,-0.00201012126392423,0.00393680972224738,-0.00131970030519833,-0.00140858864683578,-0.00988063661772854,0.00212242528601437,-0.000301974494927967,0.00102698927520644,0.00646391847671186,0.000419291855930627,0.00737113608032179,0.00530582961096496,-0.00479370190309223,-0.0393390486516284,-0.00371172634361212,0.0159505411558384,-0.0420476697557478,0.000110558348944741
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
83,0.00486832581813899,0.0168300482064145,-0.021070918156892,-0.00664404583311623,-0.0460947317837965,0.00296838397365429,0.0158305215387022,0.00558035270827732,0.025447105565119,0.0553533454116297,0.00833118193100104,0.0577996033855913,-0.0579692437366156,-0.0411203942328118,0.0128065693676509,-0.0142984823517591,0.0158666177723007,-0.121367966568567,0.000920683224500215
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
86,-0.00437261901003584,0.000721401159835664,-0.00339276194126398,0.0062409685105189,0.00906731687860001,0.00737790760243355,1.81358128955974e-05,0.000102678271366263,0.000341233180080084,0.000371692344506426,0.000289893066870622,-0.00928849887640368,-0.00286072703796627,0.000495326272697506,0.00269033853709887,-0.00231887709681324,0.00537571411993883,-0.0176169607615408,1.94080926100742e-05
87,0.0153849314975464,0.0107574585904848,0.00488967983548962,-0.00255942371028031,0.000195854368269192,-0.041303386780667,-0.00133392218309176,-0.000797590658924667,-0.00156096811632003,0.00141481253762082,-0.00216104218029292,-0.0349103217073985,0.0257204421088682,-0.0103722994831186,0.00224511071855299,-0.0118287823791565,0.00995561675375547,-0.0733809664970144,0.000336639873642841
88,0.0059283703661108,-0.00382808765281911,0.00351001361769794,-0.00319542071347715,-0.00520349184236513,-0.00380969574904238,0.000146238344283569,8.57273714783848e-05,0.000371951556422165,-2.26084580168935e-06,0.000301888811783246,0.0056945179505913,-0.00161999357532545,0.00139219922925334,-0.0010743539426186,-0.00619356054955249,0.00661538721688698,0.0124584571480301,9.7063987270948e-06
89,0.0244383880230209,-0.00221744187359369,-0.0269022900651364,-0.00587759909131659,-0.0198885305933431,-0.0038080844145395,0.00338218809410153,7.19486568626784e-05,-0.00311798713101712,0.0024330257134562,-0.002049454275051,-0.022656641540994,0.0315686344226698,-0.000171199646283071,-0.134506075139612,-0.0112063860103407,0.0365344236732217,-0.144630084269324,0.00130771123145909
90,-0.0926682808254213,0.0206878245919773,-0.092427413083365,0.051040509024078,0.0698028797589051,0.0503060800366568,0.0107871035028734,7.91495956596583e-05,0.0158551979454225,0.0514577398118781,0.00651200997339604,0.055892396996444,-0.0403902463259371,-0.0423868468709888,0.0199466978985288,0.0936680201573758,0.0140595917397554,-0.17541514986935,0.0019218457797824
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
95,-0.00363634403512899,-0.00519187684953171,0.00433262835505651,0.00344243229269087,-0.00657749554156556,0.000660711967217609,0.00103378653984072,0.0010832631405447,0.00099696741404266,0.00178092624855233,0.00235919407999348,0.00127898739971651,0.00327714566860768,0.0122905848261652,-0.00092349445452189,-0.0072867510191026,0.00390313913592496,-0.0218804140089172,2.99374909963247e-05
96,0.0224295082011103,0.00150287652992957,0.0240590882026854,-0.0188653415227538,-0.0206983827562681,-0.0153009102636944,0.000206543975526628,-0.000673208259854976,5.88704339110778e-06,-0.0016300227410596,-0.00322072666435728,-0.00382572288616578,0.00634655441839111,-0.0220746312030539,-0.00326425800601511,0.00609362831709805,0.00914279693363065,0.0438423575928246,0.000120190492340155
97,-0.0448295051641101,-0.0134421014093413,0.0132410072837341,0.039885451556185,0.0431490207798987,0.0336915791454653,0.00126900359611363,0.00145507279770566,0.00129460134577677,0.00506186124163893,0.00814434287406394,0.00678226157997563,0.000237701237251525,0.03983559570356,0.00160206833655528,-0.0209975983247821,0.00393417713880134,-0.0742539839664497,0.000344523137472969
100,-0.0205969592894773,0.00861471557204853,-0.0172382853411756,-0.00364769860164309,0.0235892875552522,0.00045258264718549,-0.00949130856750846,-0.00234500093161128,-0.0126047222183327,-0.0349541986646182,-0.00495046132903164,-0.0297074037475689,-0.0275177042846701,0.0365541494354264,0.00301409390049797,0.0220818332772298,0.0034185810766085,0.0725120315333448,0.000328521706190048
101,0.016331982303461,-0.00102393627983613,-0.00398102510458097,-0.00867261992585851,-0.0118487653687911,-0.00947684632320264,-0.00243363529040556,-9.92650975159739e-05,-0.00332022702715334,-0.00931968982544697,-0.00164515604540516,-0.00949169423448821,0.00580205640454249,0.00848800674993649,-0.00225367082230304,-0.0137766203268467,0.00304769476453045,0.0248796654645211,3.87055173936633e-05
102,-0.00849049119158977,-0.00836123916753105,-0.0414844777635322,0.00778262494028835,0.00213030448578138,-0.0395156079487836,-0.000944755738738718,0.000274118832133925,-0.000517248603358411,0.00277726645380717,0.00347942333653591,0.00437852306510528,-0.00212577634730071,0.0321110470578993,0.00404798055448148,-0.00755829177409685,0.00824667720102601,-0.0751306419222928,0.000352854998040619
103,-0.0250108608105062,-0.00187347269480996,0.00753457596008141,0.0154133341984837,0.0176183266095661,0.0159875054474412,0.000961685584846792,0.00100077097237223,0.00178675878886128,0.00235024937631185,0.0039342268125386,0.00470850051783582,-0.0171743905923178,0.0200324502245495,0.00319464793084868,-0.00668701765146597,0.00266159774214914,-0.0370075053195616,8.56217340699189e-05
104,-0.0224719097513434,0.00425557044204061,-0.00119355454582649,0.00397784815325449,0.0016965799860402,-0.028384976110726,-0.000188208784157609,-0.000167486384443346,-0.00135433825932796,0.00219570760662885,0.0016573612816371,0.00147072409635831,0.0103787720236212,0.0147823226193041,-0.000412932370155384,0.0218825871324555,0.00864717820974745,-0.0510756581070265,0.000163112430775797
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
113,0.0844142719075912,-0.0259110065665953,0.0276588208753175,-0.0340180406620635,-0.0424599431458568,-0.0335377479254617,-5.36441882487398e-05,-0.00110064012534895,0.00118888280683695,-0.00301775320360209,-0.00478472227954822,-0.00734936016437988,0.0169633680176273,-0.0363536123121881,-0.00602423479211008,-0.0453132998992237,0.00938796186107312,0.0911871818737326,0.000519731364047331
114,-0.00100554681349065,-0.000656031779641344,0.00136298469448015,-0.000417793815653242,-0.00340459451436811,-0.000485014245125877,0.000416225129629445,0.000182322183435706,0.000286177377021179,0.000263051566739986,-3.94123412077676e-05,-0.00611195083053349,0.00169939527152077,-0.00127529388858052,0.000530725909099538,0.00586513903668087,0.00241722166223199,-0.0109522950621152,7.5012420033766e-06
116,0.00512185365252983,0.000178316140124736,-0.00451877369242496,-0.00110006029625097,-0.0075592685547159,-0.000411857070897615,0.000546991307996703,0.000643464160719179,0.000879785038649792,0.000519380948767537,-1.59513000480173e-05,-0.0127525568196827,-1.68412325166155e-07,-0.000604539252116964,0.00197771214728846,-0.00317969528443372,0.00303017824383662,-0.0200480390903242,2.51330710860849e-05
117,-0.0152667647781332,-0.00893207029740294,0.00492031411391192,0.0175263674586287,0.0193307245710749,0.014221768272752,-0.00240759029968011,0.000332740934574178,-0.00406098662003052,-0.0105335534574718,0.00170512620400037,-0.0296408997250099,0.00994385270173156,0.0279198442651674,0.0011468628775063,-0.0100564541606218,0.00856701179317074,-0.0453017944324842,0.000128323342919313
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
120,-0.00579844778394599,0.00388748865407698,0.00207036224215223,0.000112039034645566,-0.00022518107462739,-0.0153620223141428,-0.00205185984591022,0.000229561561951235,-0.00265406692215097,-0.00763519206706371,0.000148954237723277,-0.020486338611605,-0.00308951087409572,0.0192692212036178,0.00214457986751331,-0.00415649761719384,0.00816642843387512,-0.0336918234975268,7.09821834191169e-05
125,0.0114096898166964,0.00300044395668308,-0.00223158189699802,-0.00210151362987075,0.00591070928002956,3.60054452259959e-05,-0.00107589271755343,-0.000767801004780307,-0.000791037886575845,-0.00130657490343008,-0.00174590356089541,-0.00093688444653113,0.00115072248727939,-0.00948362213935429,-1.32816148663953e-05,-0.010752025142657,0.00243114077908721,0.0198392372702309,2.46118478436727e-05
126,-0.00238068011341069,-0.00111596660475646,0.00245739255624236,0.00546256696260795,0.00687582434576539,0.00504987088654244,0.00104457880247386,3.56784641425015e-05,0.00147215804788895,0.00494266204047077,0.000885284444455568,0.00464212096590383,0.00318423841975132,-0.00471785228653298,0.000158906936448116,-0.00319204510406251,0.00384832452628535,-0.0114778561702132,8.23850480811587e-06
130,-0.00179525018823407,-0.000994097593187682,0.00911410612929749,-0.000130769748199534,0.00253368951898471,0.000425983317296328,-0.000675205425221713,-0.000231045015796613,-0.00107164763580671,-0.00325004136201768,-0.000240958261086081,-0.0032284329257121,-0.000201746622986065,0.00271799820615848,-0.000621531525004349,0.000721180020084495,0.00730777808675629,0.0112141347860671,7.86434824786767e-06
131,-0.0348371093137131,-0.00189855808619212,0.00449155623965078,0.0149375478709759,0.0169059246406154,0.0140799725529313,0.00110389604825489,0.000622741260014272,0.00111431582794953,0.00200598501103601,0.00338692406931551,0.00357725435037315,-0.0141907481276493,0.0174661741967588,0.00307631059528185,0.0181080854146864,0.00452601598954668,-0.0373027447637359,8.70039383421246e-05
132,0.00383975624335332,0.000204916888568519,-0.00281060035427436,0.000140560174871219,0.00580689970806394,0.000454422656805346,-0.0023192474039806,-0.000456638336168195,-0.0028782091778398,-0.00744777312886357,-0.000964772994804276,-0.00657119584223313,-0.000120936204167726,0.00801049244233236,-0.000379380694873365,-0.0104998295537368,0.003903252314028,0.017553246393498,1.92677214463171e-05
135,6.8307766390737e-05,0.00121931597697961,0.000602192512429476,-0.000223839036406338,-0.000960470385626453,0.000154900251542481,0.000323562487016828,0.000116716389228934,0.000485078776700994,0.00122539903025139,0.000118345063565614,0.00121415720606759,-0.000357024058110935,-0.00132672788871794,6.24754190844756e-05,-0.000562881904761992,0.00258849070195209,-0.00268683269876764,4.51456695996521e-07
136,-0.00983567221325083,-0.00972192832894765,0.0100187304884192,0.00663275415134948,-0.0147843958635652,0.00184908571107056,0.00238993531685689,0.00248094490256045,0.00261560127708113,0.00390100409409401,0.00523732678743111,0.0034137914061916,0.000613408859722661,0.0275404367285925,-0.00106681912683107,-0.0148143025661423,0.00297624365131954,-0.046864138932573,0.00013728681152833
137,0.00581354953022574,0.0180663714065533,-0.00905821728485557,-0.00221987018372859,0.01408908526757,0.00227756672926295,-0.00634229078064382,-0.00105585306167758,-0.0079405174777388,-0.0185588402879056,-0.00361107153276262,-0.015768037463848,0.000848780376613952,0.0161840718189095,-0.00142051099405631,-0.02530986690134,0.0114726777121904,0.0466051329238811,0.000135817341537171
139,-0.00233004253529029,0.000392087929708017,-0.00382918198446076,-1.84966114882017e-05,0.00496682783242211,-0.000258648218939826,-0.00194438264179302,-0.000560801890010243,-0.00279377799198682,-0.00673792230368433,-0.0010542639937428,-0.00622784012333728,8.38662338865915e-05,0.00625006866402364,-0.000193669661714623,0.0034327303775626,0.00203352463020567,0.0128635972951769,1.03476009945362e-05
141,0.0239564980292748,-0.0100117634966835,0.0136745573552728,8.901791089633e-05,-0.0216580546254633,-0.00172200407994042,0.00200169123859104,0.00158258876988267,0.00175386059502133,0.00231745027785523,0.000228000274622009,-0.0432585864331539,0.030093496207775,-0.00791209646473848,0.000389426385637083,-0.0177198048554642,0.0106295429558528,-0.0707798365585575,0.000313209908828066
142,0.0114754613620424,-0.00523654059072465,0.00545538101071826,0.000552894367472684,-0.00893216341356163,-0.000998025909935462,0.000762394830134999,0.000593154596911202,0.000465492179549397,0.000964559804238497,1.81262993611648e-05,-0.0189129127330274,0.0169298598241984,-0.00395935389174817,-0.000416721077952723,-0.00818827101179772,0.00640072335897491,-0.0322199919400466,6.49150242454481e-05
144,0.00441936655731442,0.00899720941995501,0.00468207712838324,-0.00262429955524503,-0.00899061787523499,0.000613116405931855,0.000526201145794329,0.00081402522345623,0.000683934088367904,0.000655587445151636,-0.000526978239233417,-0.0155644332468253,0.00369880290570577,-0.00383797394202832,0.00106555195501785,-0.00537743454990742,0.00383984502254984,-0.0267314022529059,4.46819027365767e-05
145,0.023375996683224,0.0123742993746151,-0.0256190149235926,-0.0377614954273466,-0.052368288125792,-0.0436059654433739,-0.00177331416200531,-0.00068509646089051,-0.00367176433316483,-0.00362530224148424,-0.00353820063201226,0.05396250041955,0.0114808322201636,-0.00145384033595393,-0.0127454679342332,0.0188278207347633,0.00373420546098396,0.10224481370767,0.000652688234950164
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
148,0.00359878304590169,0.00968975668309786,0.00699425981180438,-0.00379704492400957,-0.0117456517552476,0.00106638904579788,0.00097429831665426,0.00116346785518269,0.00160446296835704,0.000950334280734199,-0.000245683674711181,-0.0183654377148084,-0.00395801813845975,-0.00292753220563438,0.00259936815232472,-0.00541457531329799,0.00355650378529659,-0.0316545221739266,6.2652056175426e-05
149,0.0199301321358168,0.0347444260080974,0.0140349667912284,-0.00727179270142299,-0.0296196483610805,0.00302425476545272,0.00427387754976685,0.0046514234024318,0.000368285180457361,-0.0557530985527015,-0.00256526612467455,-0.00101560126852753,0.0314777621982032,-0.0155694143302508,-0.00263200991853038,-0.0252921941184511,0.0140470558211822,-0.104579145900399,0.000683643299340732
150,-0.00358943186732643,-0.0346291327694858,0.0211029533354196,-0.053344252753116,0.00346493386837931,0.00111458294806548,0.00349223030910981,0.000576146580483347,0.0015588512815149,0.00163381921468839,0.00690598918985357,0.00086857251623475,0.0129539995192311,0.0421896795847898,-0.005512364999239,-0.029339497585372,0.0168891920590766,-0.109136063565232,0.00074455184280001
151,0.0373722879911961,-0.0257503683077626,-0.00394320683251086,0.0422654774488354,-0.000285142608075408,-0.00193425544714779,-0.00120401921878245,-0.000177995047448849,0.00132960878893844,0.000546023382292357,-0.000713866756193748,-0.000851638942037148,0.00208478072604559,-0.0171155983607489,0.0021662000108682,-0.0334725921583353,0.0226848158139624,0.0756446333573464,0.00035779049048438
152,0.000368453680703425,0.00177829335350282,0.000777379008576958,-0.000665448925238623,-0.00026438864602932,-0.00353323259067722,-4.20277527506966e-05,-1.78842205132954e-06,9.78314820089356e-05,0.000151342628048471,-0.000129553839557955,-0.00283387749185921,-0.00107078543052759,-0.000460027016233002,0.000694541444335668,-0.000565384715794338,0.00354025693707787,-0.00633559045406992,2.51019155102627e-06
153,-0.0290605843353949,0.0481095259497171,-0.027702429485504,-0.00860827517414885,0.0300221419876136,0.00236282248910923,-0.0136014805565005,-0.00304378807660527,-0.0186492413145748,-0.0439659268635411,-0.00929455788300813,-0.0373323250381933,-0.016648338136294,0.0350736883376069,0.000458004960457241,0.0253423414319933,0.00394057844708154,0.0952928847990347,0.000567113749092452
154,0.185444531045673,-0.064874958461372,0.0150177786281047,-0.0289288030813463,-0.014693324521058,0.228851922936455,0.0031296634790472,0.00149906823663036,0.01359067636618,-0.0168618901584073,-0.0108343590876641,-0.0111501706313606,-0.0979730496348135,-0.112130956807401,0.0059608454215933,-0.176190903760003,0.0370611458748888,0.423448388467332,0.011182715293728
155,-0.0137391270153959,0.0417173669361355,0.00686375201433736,-0.0653956051734434,6.35748831972243e-05,-0.00100866341982138,0.00758805696880972,-0.00139763448097976,0.00672681272651096,0.0292040657789126,-0.00237998239599619,0.0261192265345759,0.0287213985944015,-0.0589678618112558,-0.00501930617170373,0.0470721790264991,0.0253084626915616,-0.120355607814565,0.000905577539444936
157,0.00750435710114907,-0.0944454627997032,0.0161826894111094,0.0224147082489316,-0.0116186450699562,-0.00436836305925428,-0.00111087235306362,0.00120925135150253,-0.162903931369891,-0.016177528618044,0.008572511682561,-0.0193878273861503,0.0143687934893094,0.0723865344525149,-0.0042679017183216,-0.0203166963117611,0.0228497305753777,-0.201166686804368,0.00252816575156484
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
159,0.0216210887946857,-0.00361047183461898,0.00145809966327349,-0.00431856647848234,-0.00191981614223353,0.028524300222977,0.000251208527544767,0.000223729551606481,0.00154404499984157,-0.00217471085681039,-0.00160189846832761,-0.00119880748463207,-0.0130875049754592,-0.0143782102815487,0.000804231664830413,-0.0214478982783269,0.021035147621201,0.0516326569009175,0.000166706599627604
161,0.000358865519970328,4.29078905008913e-05,-4.98783875699291e-05,-0.000554149072834872,-0.000774040050728958,-0.000481511672586739,8.50064484612678e-05,1.53791042334056e-05,0.00013882908066551,0.000216462042902477,0.00503435858784068,0.000218259460654646,-0.000565491977965493,-0.000490420153458198,8.09718407953177e-05,0.000401037361387791,0.0602344046333116,0.00524260053056028,1.71881440392655e-06
162,0.000985763760911932,-7.75467406400087e-06,0.00104266126115951,-0.00187383113146707,-0.00263732521223275,-0.00203568785947128,1.42955125246284e-05,-1.17330458811093e-05,-3.78230024916395e-05,-9.96775335647566e-05,-6.57091611693943e-05,0.00271368996921772,-2.61676368339737e-05,-2.1887556387064e-05,-0.000641564908458906,0.000781779363623248,0.00324966632582915,0.00492336321441164,1.51585413322967e-06
163,-0.000669374912272169,-0.000188112977803737,0.001609459267737,0.000247863996615128,0.000654704768199677,0.000103720774151962,-0.000145417912470372,-3.8170160552384e-05,0.000111269931342281,0.000839455313855787,8.24380803040313e-05,-0.000225846305784793,-0.000559961824934875,-0.000132604428081355,0.00451864487613345,0.000261778549922389,0.0275112352451193,0.00504566280220284,1.59210525928329e-06
