"year","dtbtor","CVD","CVA","value18","CVA18","CVD18","bill70","bill7018"
2015,"Virton",1.056,1.935,1.046638376,2.02524525756,1.105250125056,228.4565,239.111340146644
2016,"Virton",2.16,2.115,1.040396,2.20043754,2.24725536,329.5805,342.894233878
2017,"Virton",2.16,2.365,1.022,2.41703,2.20752,348.1305,355.789371
2014,"Vresse-Sur-Semois",2,1.745,1.05187156788,1.8355158859506,2.10374313576,289.4065,304.418468909663
2015,"Vresse-Sur-Semois",2.41,1.935,1.046638376,2.02524525756,2.52239848616,336.0995,351.774634854412
2016,"Vresse-Sur-Semois",2.6,2.115,1.040396,2.20043754,2.7050296,364.5605,379.287285958
2017,"Vresse-Sur-Semois",2.6,2.365,1.022,2.41703,2.6572,383.1105,391.538931
2012,"Waimes",1.8,1.475,1.09217087138862,1.61095203529821,1.96590756849951,253.4725,276.835281198052
2013,"Waimes",2.31,1.565,1.06449402669456,1.66593315177699,2.45898120166443,300.6955,320.088563603934
2014,"Waimes",2.45,1.745,1.05187156788,1.8355158859506,2.577085341306,325.1815,342.04917425057
2015,"Waimes",2.55,1.935,1.046638376,2.02524525756,2.6689278588,347.2295,363.423719979292
2016,"Waimes",2.64,2.115,1.040396,2.20043754,2.74664544,367.7405,382.595745238
2017,"Waimes",2.64,2.365,1.022,2.41703,2.69808,386.2905,394.788891
