"id","qnb","mvinyr","prfuse","csmptv","weight","pvwlbn","pvwlid","pvwlod","prvwel","rwtank","rwtkrp","rwusbn","rwusid","rwusod","rwtuse","otsrid","otsrod","otsodc","mncdsv","mnnmsv","dtcdsv","dtnmsv","pvcdsv","pvnmsv","dtbtor","byp1","byp2","byp3","byp4","byp5","byp6","byp7","byp8","byp9","ocpp1","ocpp2","ocpp3","ocpp4","ocpp5","ocpp6","ocpp7","ocpp8","ocpp9","hhs_0_19","hhs_20_64","hhs_65_95","hhstt","hhspo_0_19","hhspo_20_64","hhspo_65_95","hhsttpo","hhs_20_95","hhspo_20_95","eqadlt","eqadpo","rprage","rprgen","rprjob","rped6c","rped4c","income","inceqa","iceqac1","iceqac2","inccat","fseaid","dfpay","TEH","dwowsh","dwltyp","dwcsy9","dwcsy6","dwcsy5","livara","lareqa","nbktch","nblvrm","nbbdrm","nbbtrm","nbtoil","pldisw","pmnpol","pmnprp","tmppol","tmpprp","garden","dshwas","dshwrp","dshwas_3lvs","wasmch","wasmrp","wasmch_3lvs","bath","bathrp","bath_3lvs","shower","shwrrp","shower_3lvs","bthshw","btshrp","efshhd","efshrp","efshhd_3lvs","eftoil","eftlrp","eftoil_3lvs","eftech","efterp","drtoil","drtlrp","drtoil_3lvs","aoi","hlpwtk","cfdiwq","ppusvl","bdgmtr","lmtmtr","dwelocp","csptdo","cspppd","cspdwo","cspeqa","cspeqo"
1847,25486,1980,"no",10.61,0.703227,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","91114","Rochefort","91000","Dinant","90000","Namur","SWDE",1951,1956,1982,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,3,0,3,0,3,0,3,3,3,2,2,63,"M","(pre)retired","technique","vocation",2250,13500,"modest","modest","modest","no","no",0.466328,"owner","4 facades","1971-1980","1971-1990","1971-1990",147,73.5,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","rather confident","yes","no","no",0.961538461538462,11.0344,9.68949771689498,10.0770776255708,14.5342465753425,15.1156164383562
1851,18284,2013,"no",29.41,0.406484,"no","no","no","no","no","no","no","no","no","no","no","no","no","64029","Geer","64000","Waremme","60000","Liege","SWDE",1931,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,83,"F",NA,NA,NA,1250,15000,"modest","modest","modest","no","no",1.015089,"owner","4 facades","2006 and after","2001 and after","2001 and after",100,100,"1","1","3 or more","2","2","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","recent_replaced","shower","shower","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",1,29.41,80.5753424657534,80.5753424657534,80.5753424657534,80.5753424657534
1853,25778,2004,"yes",NA,1.086286,"no","no","no","no","no","no","no","no","no","no","no","no","no","92003","Andenne","92000","Namur","90000","Namur","SWDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,"owner - mortgage loan","4 facades","1875-1918","Before 1919","Before 1945",150,NA,"1","1","3 or more","1","2","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","no","no",0.823529411764706,"no","confident","yes","no","no",NA,NA,NA,NA,NA,NA
1854,19270,1991,"no",101,0.500305,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","25050","La Hulpe","25000","Nivelles","20002","Brabant wallon","IECBW",1953,1959,1988,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,3,0,3,0,3,0,3,3,3,2,2,61,"M","(pre)retired","technique","vocation",3750,22500,"modest","average","average","no","no",0.957457,"owner","4 facades","1981-1990","1971-1990","1971-1990",120,60,"1","1","3 or more","2","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","both","none","yes","yes","recent_replaced","yes","no","yes","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.961538461538462,105.04,92.2374429223744,95.9269406392694,138.356164383562,143.890410958904
1858,18802,2010,"no",59.97,1.099513,"no","no","no","no","yes","no","no","no","no","no","no","no","no","25120","Orp-Jauche","25000","Nivelles","20002","Brabant wallon","SWDE",1972,1981,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,42,"M","state employee","higher not university","university",5250,42000,"higher","higher","higher","no","no",0.486926,"owner - mortgage loan","3 facades","1875-1918","Before 1919","Before 1945",150,100,"1","1","3 or more","1","1","no","no","no","no","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","none","none","yes","no","yes","no","no","no","yes","no","no","no","no",0.844705882352941,"no","rather confident","yes","no","no",0.961538461538462,62.3688,82.1506849315068,85.4367123287671,109.534246575342,113.915616438356
1860,23791,1972,"no",155.26,0.65754,"no","no","no","no","no","no","no","no","no","no","no","no","no","81001","Arlon","81000","Arlon","80000","Luxembourg","SWDE",1942,1947,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,72,"M","(pre)retired","higher not university","university",2250,18000,"modest","modest","modest","no","no",2.719688,"owner","3 facades","1971-1980","1971-1990","1971-1990",140,93.3333333333333,"1","1","3 or more","1","2","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","no","no","yes","no","no","no","no",0.844705882352941,"no","suspicious","yes","no","no",0.961538461538462,161.4704,212.684931506849,221.192328767123,283.579908675799,294.923105022831
1862,21165,2014,"no",91,1.914621,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",1988,1987,NA,NA,NA,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,1.75,0,1.75,2,1.75,1.5,1.375,27,"F","state employee","higher not university","university",3250,26000,"average","average","average","no","no",1.122638,"renter - private sector","appartment/studio","2001-2005","2001 and after","2001 and after",75,50,"1","1","2","1","0","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.707058823529412,"no","rather confident","yes","no","no",0.980769230769231,92.7843137254902,124.657534246575,145.259199570239,166.2100456621,184.875344907577
1866,21027,1992,"no",120.37,0.901312,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","55050","Ecaussinnes","55000","Soignies","50000","Hainaut","SWDE",1960,1961,1989,1991,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,0,4,0,4,0,4,0,4,4,4,2.5,2.5,54,"M","worker","professional","vocation",3250,15600,"modest","modest","average","no","no",1.467746,"owner","2 facades","1919-1945","1919-1945","Before 1945",150,60,"1","1","2","1","2","no","no","no","no","no","yes","yes","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","both","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","rather suspicious","yes","no","no",1,120.37,82.4452054794521,82.4452054794521,131.912328767123,131.912328767123
1867,22800,2014,"no",60,1.091873,"no","no","no","no","no","no","no","no","no","no","no","no","no","62051","Herstal","62000","Liege","60000","Liege","CILE",1983,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,31,"F","private sector","higher not university","university",1250,15000,"modest","modest","modest","no","no",1.956258,"owner - mortgage loan","2 facades","1946-1970","1946-1970","1946-1970",100,100,"1","1","2","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","none","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","rather suspicious","yes","no","no",NA,NA,164.383561643836,NA,164.383561643836,NA
1868,27056,2008,"no",85.12,0.935363,"no","no","no","no","no","no","no","no","no","no","no","no","no","92141","La Bruyere","92000","Namur","90000","Namur","SWDE",1983,1987,2009,2011,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,31,"M","state employee","highschool","highschool",2250,12857.1428571429,"precarious","modest","modest","no","no",1.51428,"owner - mortgage loan","4 facades","1981-1990","1971-1990","1971-1990",100,47.6190476190476,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","rather suspicious","yes","no","no",0.980769230769231,86.7890196078431,58.3013698630137,59.4445339779748,111.050228310502,113.227683767571
1870,18835,2010,"no",53.82,1.21199,"no","no","no","no","no","no","no","no","no","no","no","no","no","63089","Thimister-Clermont","63000","Verviers","60000","Liege","SWDE",1984,1987,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,30,"M","manager","higher not university","university",3750,30000,"average","higher","average","no","no",0.58582,"owner - mortgage loan","3 facades","1919-1945","1919-1945","Before 1945",160,106.666666666667,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","both","both","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.884615384615385,60.84,73.7260273972603,83.3424657534247,98.3013698630137,111.123287671233
1872,27015,1987,"no",112.82,0.901312,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","no","52021","Fleurus","52000","Charleroi","50000","Hainaut","SWDE",1963,1968,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,51,"F","state employee","higher not university","university",3750,30000,"average","higher","average","no","no",1.194195,"owner","2 facades","1919-1945","1919-1945","Before 1945",120,80,"1","1","3 or more","2","1","no","no","no","no","no","yes","yes","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","yes","recent_replaced","both","shower","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","confident","yes","no","no",1,112.82,154.547945205479,154.547945205479,206.063926940639,206.063926940639
1873,29059,1998,"no",128.95,0.82939,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","62009","Aywaille","62000","Liege","60000","Liege","SWDE",1974,1976,2001,2002,2004,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,3,2,0,5,3,2,0,5,2,2,2.4,2.4,40,"M","state employee","higher not university","university",2750,13750,"modest","modest","modest","no","no",1.855253,"owner - mortgage loan","4 facades","1991-2000","1991-2000","1991-2000",200,83.3333333333333,"1","2","3 or more","2","2","yes","no","no","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","yes","recent_replaced","yes","no","yes","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.961538461538462,134.108,70.6575342465753,73.4838356164383,147.203196347032,153.091324200913
1874,23158,1971,"no",26.34,0.503289,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","53053","Mons","53000","Mons","50000","Hainaut","SWDE",1938,1938,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,76,"M","(pre)retired","before highschool","before highschool",1750,14000,"modest","modest","modest","no","no",0.70457,"owner","3 facades","1971-1980","1971-1990","1971-1990",120,80,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","no","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","no","no","yes","no","no","no","no",0.844705882352941,"no","confident","yes","no","no",0.846153846153846,31.1290909090909,36.0821917808219,42.6425902864259,48.1095890410959,56.8567870485679
1875,26670,1960,"no",19.59,0.564243,"no","no","no","no","yes","no","no","no","no","no","no","no","no","57003","Antoing","57000","Tournai","50000","Hainaut","SWDE",1933,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,81,"F","(pre)retired","highschool","highschool",1250,15000,"modest","modest","modest","no","no",0.923315,"owner","2 facades","1946-1970","1946-1970","1946-1970",240,240,"1","1","3 or more","2","2","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.961538461538462,20.3736,53.6712328767123,55.8180821917808,53.6712328767123,55.8180821917808
1876,19305,2013,"no",81.11,1.609179,"no","no","no","no","no","no","no","no","no","no","no","no","no","63020","Dison","63000","Verviers","60000","Liege","SWDE",1978,1982,2007,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,36,"M","housewife/husband","before highschool","before highschool",1750,11666.6666666667,"precarious","modest","modest","no","no",1.858327,"owner - mortgage loan","2 facades","Before 1875","Before 1919","Before 1945",120,66.6666666666667,"1","1","3 or more","1","0","no","no","no","no","no","no","no","no","no","yes","yes","recent_replaced","yes","yes","recent_replaced","no","no","no","bathtub","bathtub","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,81.11,74.0730593607306,74.0730593607306,123.455098934551,123.455098934551
1877,21194,1965,"no",69.74,0.737175,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","84009","Bertrix","84000","Neufchateau","80000","Luxembourg","SWDE",1939,1960,1990,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,2,1,3,0,2,1,3,3,3,2,2,75,"F","(pre)retired","before highschool","before highschool",2750,16500,"modest","modest","average","no","no",1.022697,"owner","4 facades","1946-1970","1946-1970","1946-1970",150,75,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,69.74,63.689497716895,63.689497716895,95.5342465753425,95.5342465753425
1878,15687,1971,"no",17.22,0.564243,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","57081","Tournai","57000","Tournai","50000","Hainaut","SWDE",1944,1947,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,70,"M","(pre)retired","highschool","highschool",2750,22000,"modest","average","average","no","no",0.409621,"owner","3 facades","1946-1970","1946-1970","1946-1970",75,50,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","yes","recent_replaced","both","shower","yes","yes","recent_replaced","yes","no","yes","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.980769230769231,17.5576470588235,23.5890410958904,24.0515713134569,31.4520547945205,32.0687617512759
1879,21619,1991,"no",65,0.775473,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","25031","Genappe","25000","Nivelles","20002","Brabant wallon","IECBW",1964,1994,1989,NA,NA,NA,NA,NA,NA,1,1,0.25,NA,NA,NA,NA,NA,NA,0,3,0,3,0,2.25,0,2.25,3,2.25,2,1.625,50,"F","state employee","higher not university","university",2750,16500,"modest","modest","average","no","no",0.852617,"owner","3 facades","1875-1918","Before 1919","Before 1945",250,125,"1","1","3 or more","1","2","yes","no","no","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","no","no","yes","no","no","no","no",0.844705882352941,"no","confident","yes","no","no",0.942307692307692,68.9795918367347,59.3607305936073,83.9934147174852,89.041095890411,116.29857422421
1880,15930,1977,"no",86.04,0.508812,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","64063","Remicourt","64000","Waremme","60000","Liege","SWDE",1946,1949,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,68,"M","(pre)retired","university","university",3250,26000,"average","average","average","no","no",1.059294,"owner","4 facades","1971-1980","1971-1990","1971-1990",145,96.6666666666667,"1","1","3 or more","2","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.846153846153846,101.683636363636,117.86301369863,139.292652552927,157.150684931507,185.723536737235
1881,16985,1997,"no",66.74,0.775473,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","no","25014","Braine-L'alleud","25000","Nivelles","20002","Brabant wallon","SWDE",1952,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,62,"F","private sector","before highschool","before highschool",1250,15000,"modest","modest","modest","no","yes",2.157131,"owner","4 facades","Before 1875","Before 1919","Before 1945",100,100,"1","1","1","1","1","no","no","no","no","no","yes","yes","no","yes","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",1,66.74,182.849315068493,182.849315068493,182.849315068493,182.849315068493
1883,15046,2013,"no",55,2.592491,"no","no","no","no","no","no","no","no","no","no","no","no","no","92048","Fosses-La-Ville","92000","Namur","90000","Namur","INASEP",1989,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,0,2,NA,NA,NA,NA,2,NA,1.5,NA,25,"M","other","highschool","highschool",1250,10000,"precarious","precarious","precarious","no","yes",1.76725,"renter - private sector","3 facades","2001-2005","2001 and after","2001 and after",110,73.3333333333333,"1","1","3 or more","2","2","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","suspicious","yes","no","no",0.961538461538462,57.2,75.3424657534247,NA,100.456621004566,NA
1884,19130,1999,"no",26.4,0.57861,"no","no","no","no","yes","yes","yes","yes","yes","both","yes","yes","no","57081","Tournai","57000","Tournai","50000","Hainaut","SWDE",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,NA,1,NA,46,"M","independent",NA,NA,1750,21000,"modest","average","modest","no","no",0.704971,"owner",NA,"1991-2000","1991-2000","1991-2000",331,331,"1","0","0","1","1","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","yes","recent_replaced","shower","shower","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.707058823529412,"no","confident","yes","no","no",1,26.4,72.3287671232877,NA,72.3287671232877,NA
1885,17710,2014,"no",15.02,0.811986,"no","no","no","no","no","no","no","no","no","no","no","no","no","52043","Manage","52000","Charleroi","50000","Hainaut","SWDE",1968,2005,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,1,0,2,1,1,1.3,1.3,46,"M","private sector","technique","vocation",2250,20769.2307692308,"modest","average","modest","no","no",0.489225,"owner - mortgage loan","3 facades","1946-1970","1946-1970","1946-1970",100,76.9230769230769,"1","1","2","1","1","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","both","both","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",NA,NA,20.5753424657534,NA,31.654373024236,NA
1887,24263,2005,"no",54,1.000268,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","62063","Liege","62000","Liege","60000","Liege","CILE",1938,1943,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,76,"M","(pre)retired","higher not university","university",2250,18000,"modest","modest","modest","no","no",0.983305,"renter - private sector","2 facades","2001-2005","2001 and after","2001 and after",120,80,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","yes","no","yes","shower","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,54,73.972602739726,73.972602739726,98.6301369863014,98.6301369863014
1888,23045,1985,"no",134,0.820895,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","no","62096","Seraing","62000","Liege","60000","Liege","CILE",1951,1958,1997,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,63,"M","manager","higher not university","university",3750,25000,"modest","average","average","no","no",1.418027,"owner","2 facades","1946-1970","1946-1970","1946-1970",120,66.6666666666667,"1","1","2","1","2","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","yes","no","yes","shower","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","neither confident nor suspicious","yes","no","no",0.923076923076923,145.166666666667,122.374429223744,132.572298325723,203.957382039574,220.953830542872
1891,24569,NA,"no",12.41,1,"no","no","no","no","no","no","no","no","no","no","no","no","no","63072","Spa","63000","Verviers","60000","Liege","SWDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,NA,"appartment/studio","1946-1970","1946-1970","1946-1970",80,NA,"1","1","2","1","1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","no","no",0.823529411764706,"no",NA,"yes","no","no",NA,NA,NA,NA,NA,NA
1892,21077,1965,"no",8,0.538871,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","25015","Braine-Le-Chateau","25000","Nivelles","20002","Brabant wallon","IECBW",1932,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,82,"M","(pre)retired","professional","vocation",1250,15000,"modest","modest","modest","no","no",0.736983,"owner","3 facades","1875-1918","Before 1919","Before 1945",116,116,"1","1","2","1","1","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","rather confident","yes","no","no",0.961538461538462,8.32,21.9178082191781,22.7945205479452,21.9178082191781,22.7945205479452
1893,23174,2011,"yes",NA,0.508812,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","61003","Amay","61000","Huy","60000","Liege","SWDE",1948,1950,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,0,1,1,2,1,1.5,1,66,"F","other","technique","vocation",2750,22000,"modest","average","average","no","no",0.924832,"owner - mortgage loan","4 facades","1981-1990","1971-1990","1971-1990",120,80,"1","1","2","0","1","yes","no","yes","no","yes","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.923076923076923,NA,NA,NA,NA,NA
1894,26250,1984,"yes",NA,0.508812,"no","no","no","no","no","no","no","no","no","no","no","no","no","62096","Seraing","62000","Liege","60000","Liege","CILE",1947,1949,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,67,"M","(pre)retired","university","university",3250,26000,"average","average","average","no","no",0.632978,"owner","2 facades","1981-1990","1971-1990","1971-1990",120,80,"1","1","3 or more","1","2","yes","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.884615384615385,NA,NA,NA,NA,NA
1896,NA,1964,"no",32,1.009,"yes","no","yes","outdoor","yes","yes","no","no","no","no","no","yes","yes",NA,NA,NA,NA,NA,NA,"IECBW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,"owner","4 facades","1946-1970","1946-1970","1946-1970",200,NA,"1","2","2","1","2","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","none","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",NA,NA,NA,NA,NA,NA
1897,19806,2004,"no",38.7,0.347659,"no","no","no","no","no","no","no","no","no","no","no","no","no","25122","Ramillies","25000","Nivelles","20002","Brabant wallon","SWDE",1938,1934,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,80,"F","(pre)retired","before highschool","before highschool",1750,14000,"modest","modest","modest","no","no",0.921237,"owner - mortgage loan","4 facades","1971-1980","1971-1990","1971-1990",80,53.3333333333333,"1","1","2","1","1","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,38.7,53.013698630137,53.013698630137,70.6849315068493,70.6849315068493
1901,26734,2006,"no",29.2,0.390391,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","91030","Ciney","91000","Dinant","90000","Namur","SWDE",1947,1956,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,1,1,2,2,2,1.5,1.5,67,"M","(pre)retired","higher not university","university",4250,34000,"average","higher","higher","no","no",0.297978,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",160,106.666666666667,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","none","none","yes","yes","recent_replaced","yes","no","yes","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.903846153846154,32.3063829787234,40,44.2553191489362,53.3333333333333,59.0070921985816
