"id","qnb","mvinyr","prfuse","csmptv","weight","pvwlbn","pvwlid","pvwlod","prvwel","rwtank","rwtkrp","rwusbn","rwusid","rwusod","rwtuse","otsrid","otsrod","otsodc","mncdsv","mnnmsv","dtcdsv","dtnmsv","pvcdsv","pvnmsv","dtbtor","byp1","byp2","byp3","byp4","byp5","byp6","byp7","byp8","byp9","ocpp1","ocpp2","ocpp3","ocpp4","ocpp5","ocpp6","ocpp7","ocpp8","ocpp9","hhs_0_19","hhs_20_64","hhs_65_95","hhstt","hhspo_0_19","hhspo_20_64","hhspo_65_95","hhsttpo","hhs_20_95","hhspo_20_95","eqadlt","eqadpo","rprage","rprgen","rprjob","rped6c","rped4c","income","inceqa","iceqac1","iceqac2","inccat","fseaid","dfpay","TEH","dwowsh","dwltyp","dwcsy9","dwcsy6","dwcsy5","livara","lareqa","nbktch","nblvrm","nbbdrm","nbbtrm","nbtoil","pldisw","pmnpol","pmnprp","tmppol","tmpprp","garden","dshwas","dshwrp","dshwas_3lvs","wasmch","wasmrp","wasmch_3lvs","bath","bathrp","bath_3lvs","shower","shwrrp","shower_3lvs","bthshw","btshrp","efshhd","efshrp","efshhd_3lvs","eftoil","eftlrp","eftoil_3lvs","eftech","efterp","drtoil","drtlrp","drtoil_3lvs","aoi","hlpwtk","cfdiwq","ppusvl","bdgmtr","lmtmtr","dwelocp","csptdo","cspppd","cspdwo","cspeqa","cspeqo"
5,2015,NA,"no",74,1,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","no","62063","Liege","62000","Liege","60000","Liege","CILE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,NA,"2 facades","1919-1945","1919-1945","Before 1945",58,NA,"1","1","1","1","1","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","no","no",0.823529411764706,"no","suspicious","yes","no","no",NA,NA,NA,NA,NA,NA
29,63112,1999,"no",131,1.134934,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","61068","Villers-Le-Bouillet","61000","Huy","60000","Liege","SWDE",1963,1966,2002,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,51,"F","other",NA,NA,1750,11666.6666666667,"precarious","modest","modest","no","no",2.960694,"owner - mortgage loan","2 facades","Before 1875","Before 1919","Before 1945",100,55.5555555555556,"1","2","2","1","1","no","no","no","no","no","yes","no","no","no","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","neither confident nor suspicious","yes","no","no",1,131,119.634703196347,119.634703196347,199.391171993912,199.391171993912
34,9131,2007,"no",102.08,0.57861,"no","no","no","no","yes","no","yes","yes","no","indoor","yes","no","no","52015","Courcelles","52000","Charleroi","50000","Hainaut","SWDE",1959,1969,2000,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,55,"M","(pre)retired","higher not university","university",3750,25000,"modest","average","average","no","no",1.08345,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",200,111.111111111111,"1","1","2","0","2","yes","no","no","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","neither confident nor suspicious","yes","no","no",0.942307692307692,108.329795918367,93.2237442922374,98.9313204733948,155.372907153729,164.885534122325
36,4567,2010,"no",71,2.68686,"no","no","no","no","no","no","no","no","no","no","no","no","no","62096","Seraing","62000","Liege","60000","Liege","CILE",1986,1989,2014,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,28,"M","unemployed","highschool","highschool",750,5000,"precarious","precarious","precarious","no","no",3.829711,"renter - private sector","appartment/studio","1946-1970","1946-1970","1946-1970",70,38.8888888888889,"1","1","2","1","0","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","none","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.903846153846154,78.5531914893617,64.8401826484018,71.7380744195084,108.06697108067,119.563457365847
37,11455,NA,"no",40,1,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,NA,"2 facades","1919-1945","1919-1945","Before 1945",58,NA,"1","1","1","1","1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","no","no",0.823529411764706,"no","rather confident","yes","no","no",NA,NA,NA,NA,NA,NA
39,13131,1997,"no",39.16,0.901312,"no","no","no","no","no","no","no","no","no","no","no","no","no","55004","Braine-Le-Comte","55000","Soignies","50000","Hainaut","SWDE",1957,1958,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,57,"M","worker","highschool","highschool",2250,18000,"modest","modest","modest","no","no",0.724423,"owner - mortgage loan","2 facades","1919-1945","1919-1945","Before 1945",100,66.6666666666667,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","no","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.942307692307692,41.5575510204082,53.6438356164384,56.9281520827509,71.5251141552511,75.9042027770012
42,7297,2012,"no",115,2.554732,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","62063","Liege","62000","Liege","60000","Liege","CILE",1978,1966,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,48,"F","private sector","before highschool","before highschool",2250,18000,"modest","modest","modest","no","yes",2.03561,"renter - private sector","2 facades","1981-1990","1971-1990","1971-1990",200,133.333333333333,"1","1","2","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","none","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.865384615384615,132.888888888889,157.534246575342,182.039573820396,210.045662100457,242.719431760528
44,5866,2000,"yes",NA,1.134934,"no","no","no","no","yes","yes","yes","no","yes","outdoor","no","yes","yes","61028","Heron","61000","Huy","60000","Liege","SWDE",1964,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,50,"M","manager",NA,NA,2750,33000,"average","higher","average","no","no",1.239941,"owner - mortgage loan","4 facades","Before 1875","Before 1919","Before 1945",150,150,"1","2","3 or more","1","1","no","yes","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.980769230769231,NA,NA,NA,NA,NA
45,14614,2004,"yes",NA,0.82939,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","61079","Anthisnes","61000","Huy","60000","Liege","CILE",1971,1973,2001,2005,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,43,"M","independent","professional","vocation",1750,10000,"precarious","precarious","precarious","no","no",2.129259,"owner - mortgage loan","4 facades","2001-2005","2001 and after","2001 and after",150,71.4285714285714,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.961538461538462,NA,NA,NA,NA,NA
46,2166,1974,"no",119.57,0.820895,"yes","no","yes","outdoor","no","no","no","no","no","no","no","yes","no","63049","Malmedy","63000","Verviers","60000","Liege","SWDE",1952,1953,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,62,"M","(pre)retired","highschool","highschool",2250,18000,"modest","modest","modest","no","no",2.106329,"owner","3 facades","1946-1970","1946-1970","1946-1970",150,100,"1","1","3 or more","1","2","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","shower","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.961538461538462,124.3528,163.794520547945,170.346301369863,218.392694063927,227.128401826484
47,14128,1977,"no",97,0.570435,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",1943,1945,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,71,"M","(pre)retired","highschool","highschool",2750,22000,"modest","average","average","no","no",1.41144,"owner","2 facades","1946-1970","1946-1970","1946-1970",90,60,"1","2","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","no","no","no","bathtub","bathtub","yes","yes","recent_replaced","no","no","no","yes","yes","no","no","no",0.844705882352941,"no","neither confident nor suspicious","yes","no","no",0.961538461538462,100.88,132.876712328767,138.191780821918,177.168949771689,184.255707762557
48,12131,2008,"no",82.6,0.820389,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","57027","Estaimpuis","57000","Tournai","50000","Hainaut","SWDE",1977,1979,2005,2008,2008,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,3,2,0,5,3,2,0,5,2,2,2.4,2.4,37,"M","state employee","highschool","highschool",3250,16250,"modest","modest","modest","no","no",1.018365,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",200,83.3333333333333,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather suspicious","yes","no","no",0.980769230769231,84.2196078431373,45.2602739726027,46.1477303250067,94.2922374429224,96.141104843764
50,14087,1983,"no",38,0.389764,"no","no","no","no","yes","no","no","no","no","no","no","no","no","25119","Lasne","25000","Nivelles","20002","Brabant wallon","IECBW",1941,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,73,"M","(pre)retired","university","university",1250,15000,"modest","modest","modest","no","no",1.128299,"owner","4 facades","1946-1970","1946-1970","1946-1970",130,130,"1","2","3 or more","2","2","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","no","yes","no","no","no","yes","no","no","no","no",0.844705882352941,"no","confident","yes","no","no",0.923076923076923,41.1666666666667,104.109589041096,112.785388127854,104.109589041096,112.785388127854
51,7928,2015,"no",NA,1.95462,"no","no","no","no","no","no","no","no","no","no","no","no","no","55022","La Louviere","55000","Soignies","50000","Hainaut","SWDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","not user",NA,"renter - private sector","appartment/studio","1971-1980","1971-1990","1971-1990",90,NA,"1","0","1","1","1","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","none","none","no","no","no","no","no","no","no","no","no","no","no",0.823529411764706,"no","confident","yes","no","no",NA,NA,NA,NA,NA,NA
53,11295,1998,"no",162.56,0.584959,"no","no","no","no","no","no","no","no","no","no","no","no","no","64015","Braives","64000","Waremme","60000","Liege","SWDE",1963,1957,1993,1991,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,0,4,0,4,0,4,0,4,4,4,2.5,2.5,57,"M","unemployed","before highschool","before highschool",2750,13200,"modest","modest","average","no","no",2.327845,"owner - mortgage loan","4 facades","1991-2000","1991-2000","1991-2000",160,64,"1","1","3 or more","3 or more","2","yes","no","no","yes","no","no","yes","yes","recent_replaced","yes","yes","recent_replaced","no","no","no","yes","yes","recent_replaced","shower","shower","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","no","no","no",1,162.56,111.342465753425,111.342465753425,178.147945205479,178.147945205479
54,10602,2001,"no",15.27,0.724269,"yes","yes","yes","both","yes","no","no","no","no","no","yes","yes","no","51004","Ath","51000","Ath","50000","Hainaut","SWDE",1951,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,63,"M","incapable","highschool","highschool",1250,15000,"modest","modest","modest","no","no",0.882942,"owner","4 facades","1971-1980","1971-1990","1971-1990",121,121,"1","1","2","1","1","no","no","no","no","no","yes","no","no","no","yes","yes","recent_replaced","no","no","no","yes","no","yes","shower","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","confident","yes","no","no",1,15.27,41.8356164383562,41.8356164383562,41.8356164383562,41.8356164383562
55,5478,2014,"no",71.57,4.297486,"no","no","no","no","no","no","no","no","no","no","no","no","no","56001","Anderlues","56000","Thuin","50000","Hainaut","SWDE",1994,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,20,"M","unemployed","before highschool","before highschool",750,9000,"precarious","precarious","precarious","no","no",3.844239,"renter - social or public","appartment/studio","2001-2005","2001 and after","2001 and after",50,50,"1","1","1","1","1","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","yes","recent_replaced","no","no","no","bathtub","bathtub","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","no opinion","yes","no","no",1,71.57,196.082191780822,196.082191780822,196.082191780822,196.082191780822
56,4439,2013,"no",42,1.091873,"no","no","no","no","no","no","no","no","no","no","no","no","no","63046","Limbourg","63000","Verviers","60000","Liege","SWDE",1986,1987,NA,NA,NA,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,1.75,0,1.75,2,1.75,1.5,1.375,28,"M","private sector","higher not university","university",2250,18000,"modest","modest","modest","no","no",0.773231,"owner - mortgage loan","3 facades","1946-1970","1946-1970","1946-1970",102,68,"1","1","2","1","1","yes","no","no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","no","no","yes","no","no","no","no",0.844705882352941,"no","confident","yes","no","no",0.942307692307692,44.5714285714286,57.5342465753425,69.7791445345261,76.7123287671233,88.8098203166696
57,9368,1995,"no",141.36,0.901312,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","51014","Chievres","51000","Ath","50000","Hainaut","SWDE",1967,1970,1996,2001,2004,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,3,2,0,5,3,2,0,5,2,2,2.4,2.4,47,"M","state employee","higher not university","university",3250,16250,"modest","modest","modest","no","no",1.717481,"owner - mortgage loan","2 facades","1919-1945","1919-1945","Before 1945",105,43.75,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.961538461538462,147.0144,77.4575342465753,80.5558356164384,161.369863013699,167.824657534247
58,5641,2008,"no",77,0.406484,"no","no","no","no","no","no","no","no","no","no","no","no","no","62003","Ans","62000","Liege","60000","Liege","CILE",1944,1951,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,1,1,2,2,2,1.5,1.5,70,"M","(pre)retired","highschool","highschool",2750,22000,"modest","average","average","no","no",1.129153,"owner","appartment/studio","2006 and after","2001 and after","2001 and after",90,60,"1","1","2","1","1","no","no","no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather suspicious","yes","no","no",1,77,105.479452054795,105.479452054795,140.639269406393,140.639269406393
59,2437,2012,"yes",NA,2.92468,"no","no","no","no","no","no","no","no","no","no","no","no","no","52011","Charleroi","52000","Charleroi","50000","Hainaut","SWDE",1985,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,29,"F","private sector","professional","vocation",1250,15000,"modest","modest","modest","no","yes",1.646405,"renter - private sector","appartment/studio","1946-1970","1946-1970","1946-1970",50,50,"1","1","1","1","1","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","yes","recent_replaced","shower","shower","yes","no","yes","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","rather suspicious","yes","no","no",0.980769230769231,NA,NA,NA,NA,NA
60,10230,2001,"no",105.36,0.82939,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","61080","Engis","61000","Huy","60000","Liege","SWDE",1971,1975,2005,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,43,"F","state employee","university","university",3750,25000,"modest","average","average","no","no",1.117272,"owner - mortgage loan","4 facades","1991-2000","1991-2000","1991-2000",200,111.111111111111,"1","1","2","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","neither confident nor suspicious","yes","no","no",1,105.36,96.2191780821918,96.2191780821918,160.365296803653,160.365296803653
64,4403,1983,"no",142.96,0.732216,"no","no","no","no","no","no","no","no","no","no","no","no","no","63079","Verviers","63000","Verviers","60000","Liege","SWDE",1958,1952,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,62,"F","(pre)retired","before highschool","before highschool",4750,38000,"average","higher","higher","no","no",1.188144,"owner - mortgage loan","4 facades","1981-1990","1971-1990","1971-1990",146,97.3333333333333,"1","2","3 or more","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","no","no","yes","no","no","no","no",0.844705882352941,"no","confident","yes","no","no",1,142.96,195.835616438356,195.835616438356,261.114155251142,261.114155251142
66,3967,2006,"no",95.35,1.134934,"no","no","no","no","no","no","no","no","no","no","no","no","no","63079","Verviers","63000","Verviers","60000","Liege","SWDE",1960,1981,1990,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,3,0,3,0,3,0,3,3,3,2,2,54,"F","worker","technique","vocation",4750,28500,"average","higher","higher","no","no",0.800569,"owner - mortgage loan","2 facades","1875-1918","Before 1919","Before 1945",120,60,"1","1","3 or more","0","0","no","no","no","no","no","yes","yes","no","yes","yes","yes","recent_replaced","no","no","no","yes","yes","recent_replaced","shower","shower","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,95.35,87.0776255707762,87.0776255707762,130.616438356164,130.616438356164
68,584,2001,"no",124.87,0.820895,"no","no","no","no","no","no","no","no","no","no","no","no","no","62079","Oupeye","62000","Liege","60000","Liege","SWDE",1968,1972,1997,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,46,"M","state employee","technique","vocation",4750,31666.6666666667,"average","higher","higher","no","no",1.04088,"owner - mortgage loan","4 facades","1946-1970","1946-1970","1946-1970",200,111.111111111111,"1","2","3 or more","2","0","no","no","no","no","no","no","yes","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.942307692307692,132.515102040816,114.036529680365,121.018358028143,190.060882800609,201.697263380238
71,10513,1996,"no",62,0.911202,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",1957,1990,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,57,"F","private sector","higher not university","university",2750,22000,"modest","average","average","no","no",0.917437,"owner","2 facades","1919-1945","1919-1945","Before 1945",150,100,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","yes","yes","recent_replaced","shower","shower","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.961538461538462,64.48,84.9315068493151,88.3287671232877,113.24200913242,117.771689497717
73,3898,1975,"no",83,0.508812,"no","no","no","no","no","no","no","no","no","no","no","no","no","62003","Ans","62000","Liege","60000","Liege","CILE",1944,1944,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,70,"M","(pre)retired","higher not university","university",2250,18000,"modest","modest","modest","no","no",1.483581,"owner","2 facades","1971-1980","1971-1990","1971-1990",100,66.6666666666667,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.942307692307692,88.0816326530612,113.698630136986,120.659770757618,151.598173515982,160.879694343491
74,10875,1991,"no",67,0.732216,"no","no","no","no","no","no","no","no","no","no","no","no","no","62022","Chaudfontaine","62000","Liege","60000","Liege","CILE",1958,1955,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,59,"F","incapable","highschool","highschool",2750,22000,"modest","average","average","no","no",0.988009,"owner","4 facades","1971-1980","1971-1990","1971-1990",120,80,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","no","no","no","yes","yes","recent_replaced","shower","shower","yes","yes","recent_replaced","yes","no","yes","yes","yes","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",1,67,91.7808219178082,91.7808219178082,122.374429223744,122.374429223744
75,4843,2009,"no",97.48,2.109651,"no","no","no","no","no","no","no","no","no","no","no","no","no","81001","Arlon","81000","Arlon","80000","Luxembourg","SWDE",1950,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,NA,NA,NA,NA,2,NA,1.5,NA,64,NA,NA,NA,NA,1250,10000,"precarious","precarious","precarious","no","no",3.108052,"renter - private sector","2 facades","1946-1970","1946-1970","1946-1970",90,60,"1","1","3 or more","1","1","no","no","no","no","no","no","no","no","no","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","neither confident nor suspicious","yes","no","no",1,97.48,133.534246575342,NA,178.045662100457,NA
76,4291,2011,"no",70.82,2.592491,"no","no","no","no","no","no","no","no","no","no","no","no","no","92094","Namur","92000","Namur","90000","Namur","SWDE",1986,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,28,"M","state employee","highschool","highschool",2250,27000,"average","higher","average","no","no",1.268524,"renter - private sector","appartment/studio","2001-2005","2001 and after","2001 and after",100,100,"1","1","2","1","1","no","no","no","no","no","no","no","no","no","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","yes","yes","recent_replaced","yes","no","yes","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.903846153846154,78.3540425531915,194.027397260274,214.668609734771,194.027397260274,214.668609734771
77,13445,2010,"no",25.05,0.82939,"no","no","no","no","yes","yes","yes","yes","yes","both","yes","yes","no","61019","Ferrieres","61000","Huy","60000","Liege","SWDE",1979,1980,2011,2014,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,35,"M","state employee","university","university",3250,18571.4285714286,"modest","modest","average","no","no",0.374747,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",160,76.1904761904762,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","both","both","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",1,25.05,17.1575342465753,17.1575342465753,32.6810176125245,32.6810176125245
79,12384,1983,"no",81.78,2.440735,"no","no","no","no","no","no","no","no","no","no","no","no","no","56049","Merbes-Le-Chateau","56000","Thuin","50000","Hainaut","SWDE",1955,1953,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,61,"F","housewife/husband","before highschool","before highschool",1250,10000,"precarious","precarious","precarious","no","no",2.622383,"renter - private sector","2 facades","1919-1945","1919-1945","Before 1945",120,80,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",1,81.78,112.027397260274,112.027397260274,149.369863013699,149.369863013699
80,4580,1982,"no",88,0.347659,"no","no","no","no","yes","no","no","no","no","no","no","no","no","25110","Waterloo","25000","Nivelles","20002","Brabant wallon","IECBW",1948,1949,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,66,"M","(pre)retired","university","university",4250,34000,"average","higher","higher","no","no",0.738965,"owner","4 facades","1981-1990","1971-1990","1971-1990",156,104,"1","1","3 or more","1","1","yes","yes","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.884615384615385,99.4782608695652,120.547945205479,136.271590232281,160.730593607306,181.695453643042
82,12752,2007,"yes",NA,0.820389,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","55040","Soignies","55000","Soignies","50000","Hainaut","SWDE",1980,1981,2007,2009,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,34,"M","manager","higher not university","university",2750,15714.2857142857,"modest","modest","modest","no","no",0.451464,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",145,69.0476190476191,"1","1","3 or more","2","3 or more","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","both","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.923076923076923,NA,NA,NA,NA,NA
