"id","parcarea","bldarea"
396,161.9339,99.2034137329319
397,309.5964,52.3797657039249
398,659.4226,89.4299547875999
399,283.7082,77.8888726792648
401,703.4819,193.190585294506
402,239.6912,148.7160212663
403,749.6817,182.488860789306
404,374.5132,76.8767494105459
405,528.581,112.883665926987
406,210.5041,75.1534455200308
407,1606.7693,152.317017360241
408,473.3788,100.329833815689
409,2412.1654,187.22210091562
410,241.0259,89.7041826942159
411,933.1237,181.166941947915
412,271.3205,92.1314671850705
413,289.8024,67.4139558525571
414,600.8824,148.420438123074
416,1811.7169,138.746973117581
417,115.4734,99.2411690812678
418,581.763,132.154543064651
422,1339.9935,215.157264208508
423,490.7722,135.461544472535
424,947.9632,123.087979419899
425,508.913,115.788465609658
426,824.5777,90.2032839786261
427,790.2311,82.8471868114138
428,618.6832,171.59557389289
429,331.7993,123.775318378852
430,5204.7149,330.461724530724
431,482.4439,134.474625885312
432,562.6433,173.067362743313
433,293.1752,62.2641301507829
434,241.1637,59.8472534941393
435,4795.6613,2055.91591478757
436,1057.7343,101.507815052559
437,179.58,95.4005364684708
438,782.7542,110.933339054231
439,171.6122,171.61757597758
440,514.1175,114.873281929991
441,952.4164,105.607016610447
444,4801.7753,278.535511962633
445,282.4477,85.325463874964
446,116.5172,72.5727312651652
447,1360.631,146.563807241007
448,407.587,90.6432567989687
449,255.5577,110.866704406086
453,10852.5078,1751.558211922
457,194.0989,68.3314463582356
458,452.2585,88.9066556378966
460,159.8709,100.686957296384
461,278.8931,79.0176852880686
465,174.188,83.3009995862376
466,4176.292,238.912629508442
468,53.8908,53.8917557290588
469,797.8331,75.386064150618
470,527.4485,278.110460393058
471,2114.1411,210.417343062756
472,134.5481,134.5465838706
473,2526.141,276.092397044733
474,564.3343,186.627529233123
475,153.6901,60.8703886674775
476,191.2529,63.2834593339358
477,296.7409,117.424927209271
478,429.7029,96.4397952635481
479,446.2697,210.632256001874
480,1518.587,152.063082438079
482,452.4916,123.41047538702
484,122.906,51.0776881132333
485,183.5118,85.2361855005729
486,281.0185,67.5406754482538
487,4070.9659,902.970656079713
488,74.4973,74.4979472104751
489,973.6055,128.930971250127
492,395.5305,69.9611179438652
494,127.4137,127.415983956424
496,499.7437,135.080588172154
497,688.2901,77.7895571240224
498,2983.5444,154.349559320253
499,521.551,79.7751250315414
500,528.77,139.799726912082
501,700.8175,97.5104234272148
502,360.0681,107.815961293385
504,1258.8059,77.9799239259737
505,312.3565,95.7127692722715
506,330.2331,114.208184114948
507,483.5828,154.735215202257
509,4514.173,253.61984103368
511,681.0638,85.5403715615394
513,1098.126,139.309429607121
515,219.6896,217.193934314317
517,223.6869,223.68866057531
518,647.0067,76.8140725462872
519,303.1536,86.1611811044859
520,2404.3085,308.015032934054
521,971.6529,155.000894253841
522,274.3803,56.5834647746233
523,827.1676,149.110667434114
524,147.0341,102.862051856704
525,279.0288,58.8565144746099
526,1461.7848,161.756719285273
527,650.6996,80.4336596794892
528,523.3748,97.0732319038361
529,1547.5267,217.124663117807
530,1347.7807,118.245467237131
532,661.9365,156.018039672985
533,1292.9967,185.280401388125
534,130.5227,45.806466488837
535,519.8034,96.0229581485619
537,503.5924,212.031801176432
538,353.4791,204.390308280941
539,850.5578,119.073273441929
540,888.9449,115.714606731453
541,867.8663,122.618118891318
542,349.743,97.4834931794612
543,292.0014,91.1493654561928
544,1203.3457,87.3562989684651
545,205.1107,44.8848403103202
546,1251.7702,163.885419357292
547,176.2912,104.754661585146
548,344.5468,88.6645322558907
549,702.5373,284.065302483046
550,69.1616,69.1619891244918
552,947.3484,137.168959600967
553,646.4985,141.092922663316
555,164.61,90.160927318575
556,86.9319,76.3275085145287
557,290.6693,67.1741603912433
558,328.5328,104.688683242537
559,1002.869,141.045750757563
560,710.3606,100.335426716076
561,4105.8047,69.6760159068508
562,198.5097,198.51140542957
563,1197.76,140.600365128368
564,143.4197,54.8592630665516
565,907.7407,134.37866425034
569,1544.2116,298.393061720068
570,1352.5081,65.8620577052352
571,252.6988,252.705537109519
572,463.229,76.6511633886475
573,171.5747,70.3596002908889
574,204.2067,66.2147208624519
575,698.6694,69.1601528302417
576,748.3588,149.862453555339
577,1968.1228,372.030508077558
581,963.3687,112.295536063197
582,364.0483,82.9250460616604
587,710.1317,128.059055938655
588,1310.3001,97.904612514656
589,3647.0087,413.69296668272
590,2770.5475,163.960563828907
593,843.6196,201.921054041246
596,982.6737,137.58043104798
597,3246.9489,608.626483368571
599,692.1185,111.862015667459
600,446.627,65.5123418367875
601,177.889,67.8156651491881
602,291.0016,85.3668938223273
603,1302.7802,134.968604362875
604,1274.327,240.965220851227
605,281.3323,118.358976088348
606,265.1228,83.9379324253241
607,876.0917,263.613327074272
608,275.995,62.9931739289314
609,580.9746,150.643357151492
610,139.6275,66.834083089605
611,883.5124,151.02945428629
612,678.0749,198.207476477415
614,2456.508,154.663722370053
615,1080.0448,98.6912563556689
617,353.0801,235.156947840587
619,1008.1019,164.808760373417
620,652.8035,89.5489634444784
621,1831.756,74.5922230774013
622,1224.2549,233.476910737751
623,115.2431,62.2392622946063
624,909.6133,139.783784730171
625,630.6539,114.452975913708
626,2121.9929,153.635693829739
627,530.1735,78.9867346343017
628,128.1234,128.124788580521
629,1052.8239,136.763497004868
630,188.9765,62.6065436459539
631,363.3208,45.52350938163
632,178.8971,62.6115729184239
633,863.1588,85.9140130195301
634,91.3574,41.5589817605287
635,52.5166,52.5176327760564
636,743.6781,93.0846277452074
637,174.1873,104.010476946365
638,561.2845,124.954131445757
639,213.5824,58.0412324758363
640,2943.6328,118.539698133594
641,195.279,68.013254357269
642,1236.4182,94.4187003548723
643,184.098,72.738307106687
644,193.034,91.3229919481091
645,870.3511,101.495778420223
646,947.7891,224.398619187708
647,36.3424,36.3425092639518
648,1781.7977,127.342650456645
649,2384.3946,69.1275637177168
650,2972.2511,298.741195914807
651,1124.4844,139.235333194927
652,695.2442,171.742716088629
654,327.1727,73.7669119449856
655,410.7619,93.9434014543658
656,213.0731,79.4841488010716
657,270.2548,203.392894374265
658,370.4026,123.994712696516
659,381.4833,89.5668418064743
660,3822.4576,1899.92306227144
662,254.9772,79.407388720545
663,278.7008,98.6771121698548
665,103.4274,66.3380700454582
666,142.116,121.207317459775
667,922.2897,92.2510951185541
668,81.3636,67.8404671086755
669,24.1683,24.1687944583828
670,220.8175,64.1472409017879
673,208.1599,75.1154581170267
675,807.4847,104.129551079939
676,747.0164,203.742703314052
677,2983.7436,347.007533517681
679,3059.7237,592.274977261026
680,3266.2643,794.442262184341
681,82.4842,82.4860200390685
683,606.6447,79.0009850204224
684,301.7793,66.5080576961045
685,558.4127,173.576368885348
686,1275.2005,111.039904703619
687,674.4907,138.973933653382
688,327.8246,70.4337376517069
690,345.8536,234.96373515483
693,157.4389,63.782845031179
695,205.5242,98.4785419790642
696,1149.3597,138.738486272181
697,731.5237,221.310540305596
699,182.2339,51.0375721508171
700,673.0155,451.183984107862
701,221.436,82.3687499449588
710,575.8307,129.371166294608
713,98.018,98.0187485205388
720,3309.4154,246.332097829698
722,281.743,114.353433898505
723,1052.2016,130.253547929955
725,476.5312,122.001548367291
726,188.9246,153.010652793768
727,65.0364,47.2868363072266
728,67.3778,62.8514533118578
730,435.9488,123.893450284246
731,296.1411,58.1074942294508
733,549.5449,90.760833374603
734,280.1079,55.7774365037294
735,101.8955,59.9616419131053
737,130.031,86.6348678678041
738,751.6631,154.123011817515
739,163.9445,62.4296559480426
740,767.171,157.353682413102
741,167.1028,46.92176239111
744,819.5956,116.661227198376
746,280.6207,66.9650362647371
747,137.7918,113.547329147863
748,183.8706,52.2774407578981
749,460.0163,132.314298670943
751,789.3206,95.3469996875501
752,949.9183,139.877293956702
755,1102.641,109.410796203651
756,420.4131,152.829371824977
758,651.5242,206.286646397901
759,1654.9698,252.519732305955
760,93.8645,93.86499024363
761,999.7962,102.966356170364
762,204.5613,61.4690785991261
763,509.1136,106.274168481934
770,940.9613,131.888904777301
771,1014.7166,191.799471797305
775,1173.32,429.703032587247
776,7269.8823,339.872603939614
777,1954.4451,151.31866332631
778,893.1682,147.918969553641
780,2214.3314,215.69210990415
781,3675.5375,177.843393308722
786,646.3868,208.172441195667
787,1479.7524,237.119629776531
788,794.3203,125.660673334198
789,87.0452,87.0446619783761
790,230.7554,98.7645520096121
791,94.186,54.617444335905
792,452.1055,94.3126778656078
800,471.4932,192.533925082709
801,54.0849,54.085990967229
802,734.9025,135.6451308541
803,357.5528,93.3268942769428
804,754.659,170.137588620972
805,741.1835,77.3275461456506
806,676.2399,125.720852552651
807,284.9274,71.6790960769868
809,892.8756,94.7683484011213
810,937.4409,257.422798215809
811,138.8833,55.570152926317
812,315.2866,53.4866032997525
813,332.7748,59.7094131083868
814,419.1849,125.75567987049
815,1188.1509,78.3214294201753
816,5754.6892,208.910135049577
817,86.4227,53.5938035950312
818,481.446,66.074574889848
819,201.0302,89.4799463509698
821,996.1596,116.383845244492
822,850.9143,115.879483549812
823,217.4859,64.5612354897894
825,371.9606,124.416182145998
826,844.437,153.21277556062
828,821.7591,91.7150455154479
829,1030.9617,164.323583082005
831,607.5411,113.075649986044
832,751.2037,122.430693158356
833,978.8331,89.3760472643189
834,204.0107,84.6256437812699
835,719.3172,310.642018207698
836,319.9012,109.491590266465
837,2968.9137,451.587632592363
838,286.232,191.553085243329
839,288.508,56.659152209184
840,1635.5886,130.832696027395
841,793.8829,108.840011565509
842,751.3912,80.751137240266
843,579.9903,116.348551570554
844,249.5387,106.576326999726
846,242.5445,105.337708461448
847,453.7909,101.696518664423
848,1823.2669,180.282370939211
849,1095.3815,519.07660500973
850,1178.7655,96.9263003430824
851,1198.5048,122.020300089673
852,1291.8691,93.0671787020692
854,144.0679,75.2672553877928
855,218.0707,81.6175943663038
857,275.3861,98.2456085136218
858,430.0404,61.7884605607251
859,302.9278,0
860,1169.085,80.2730695175705
861,202.0221,60.7354942772072
862,2225.0834,145.826267644123
863,279.6692,102.821487019508
866,1461.7227,90.8945359331556
868,251.5538,83.4977840575739
871,178.7955,178.801446886384
872,82.0419,82.0426935728174
873,461.8958,115.708423661927
874,288.3467,100.154378752457
875,914.9015,103.987822483527
877,904.3653,143.348872116941
878,1210.4866,136.224454553041
879,1403.218,205.089172115651
880,837.1478,197.302520475481
881,65.9282,62.5224386634145
882,814.8489,102.950018836069
883,502.1283,103.829839098224
884,1151.424,282.413770797488
885,1008.4651,103.588755878212
886,1628.1286,199.562587927459
887,3647.1996,1658.57454004971
888,865.8972,105.532021959167
889,1035.5829,128.543872799157
890,133.8358,59.5845585099996
892,728.2696,127.190861862851
893,757.4291,143.837917969489
894,376.0061,131.107239976474
895,175.0175,50.7651602541446
896,1542.8574,337.005016638373
897,816.6879,172.482068931276
898,750.9635,108.579617251875
899,1278.0716,83.9694442565087
900,371.5336,361.05749978844
901,82.7225,63.7298106131493
902,466.6125,78.6456944119418
903,639.0038,155.781539581243
904,468.3582,118.520059509581
906,175.8056,64.6849918692751
907,365.5059,84.2407613642329
908,932.8914,158.280698072637
909,206.6693,70.3318173800362
910,481.1258,195.86987265214
911,383.8545,119.841563601454
913,2102.7377,91.4986878639029
914,2191.9328,163.476206335588
915,705.8593,84.1769449631684
917,390.2797,52.98086924784
918,205.2537,103.433156953746
919,50.6394,50.6414936922374
920,102.2749,43.6675357646891
921,584.4977,132.603654526523
922,1362.7484,190.543967261328
923,352.0324,176.865733974846
924,338.0539,49.822787414425
925,822.6028,158.183027248466
926,264.8236,78.2764552828157
927,305.3568,195.056025782134
928,518.9361,94.0323710571538
929,732.1084,121.589864297217
931,565.224,90.7230135503341
934,465.3165,288.410794464115
935,143.7201,83.8196077905886
936,822.0689,93.6334965387505
937,308.8432,177.182527618483
938,435.9144,169.216616325648
939,566.5802,104.283672291553
940,293.9326,56.0161505656142
941,202.7598,95.9233780903742
942,2059.352,215.659985876151
943,133.3301,67.8692201504018
944,1573.4216,140.496529165976
948,150.6232,130.721828409376
949,185.4068,66.9983237072011
950,322.767,77.6890764911805
951,503.8358,46.2362450402725
953,608.1688,118.401328157837
954,134.0616,91.2878425568924
955,826.8314,131.897802230465
956,1084.0997,136.940154565935
957,1601.3772,204.594401592156
960,286.9481,102.291981938499
961,1118.2426,142.993809974621
962,215.3321,98.2526088602317
964,154.688,60.4910834226175
965,253.8692,108.94940853753
967,672.4877,118.524795873906
969,496.8873,105.278102701122
970,2294.0177,177.22553431565
971,1235.2562,418.296474220027
972,929.6477,139.099651450932
973,531.7916,117.776352575864
978,847.9521,117.406927028147
979,1449.6619,244.125748412451
980,346.7792,76.6277294618194
981,499.3419,92.7314776390558
982,462.0841,159.833472757222
983,838.0422,113.709320384427
986,167.453,90.8611779903877
988,167.3369,78.030936144205
989,634.5505,136.734055136185
990,1964.915,147.843360711493
991,1557.0857,170.104155174806
993,644.3974,147.474756628799
996,91.149,70.0853020127397
999,787.3009,153.914982146816
1000,315.6448,95.896589978358
1003,1376.9922,123.756294501305
1004,383.4144,101.289493449352
1005,537.3985,160.445781284623
1006,351.4918,80.9770933505424
1007,1929.3264,129.982629541337
1008,1704.5207,137.480222234037
1009,173.9983,83.2057892516023
1010,205.0843,78.0049492874241
1011,144.3813,48.5657349153735
1012,161.1518,83.7420373083742
1013,1099.6532,146.853972167199
1014,110.4985,96.7190432576463
1016,1099.1769,118.781879307353
1018,1797.8028,103.220886152259
1019,6190.9827,114.815571404528
1020,2228.8574,281.632317282667
1021,2348.6985,186.152283633739
1022,531.3267,210.764548744744
1023,213.693,86.8943654196628
1024,253.397,62.9039980328198
1025,635.6891,103.183463121371
1026,177.4141,93.0592323239543
1027,93.6385,77.6944469681475
1028,1415.7281,198.328427893488
1029,117.1969,117.198688374483
1030,443.8982,147.54041080171
1031,667.138,122.034774476313
1032,391.3791,140.740307202446
1033,199.0374,39.1462260534754
1034,2587.6132,275.251803789841
1035,1348.8583,201.764015294146
1036,221.7654,155.522405674652
1037,392.4993,112.057872902078
1038,538.029,156.889915355314
1039,841.8401,148.879444786704
1041,1393.6588,157.718033649664
1042,178.5892,87.6827976565401
1043,4006.7659,185.155943480226
1045,823.6055,107.371404863854
1046,659.5415,129.087561511493
1047,608.0224,89.5956235469785
1048,818.8476,181.190183998606
1050,246.9543,58.2289075248846
1051,3313.362,134.147434744722
1055,1046.2489,139.25145898317
1056,1861.7112,632.975753913801
1057,1024.9781,223.192893614876
1061,453.6569,85.6226168206194
1062,981.1765,169.012237821167
1063,882.8616,128.490920428863
1064,131.9498,65.2740912986155
1065,899.4536,763.012096417136
1066,421.69,271.396524005599
1067,662.4386,127.985522891046
1070,370.2929,69.0838916443754
1071,2645.5561,181.375340721032
1072,341.385,275.892174811102
1074,1271.7728,172.512823459838
1075,564.4205,102.959583389405
1076,2506.1574,171.056704069717
1077,544.8539,144.730083825707
1080,197.1536,66.2392851225595
1081,1225.1576,148.632683946897
1084,1422.0566,165.806847904227
1087,952.7535,97.5263163670897
1088,2227.7729,288.306433985138
1089,1018.8815,136.07702302056
1090,1317.3648,150.347146480286
1091,149.8544,97.0043524242355
1094,250.4121,85.2617283305517
1095,420.1629,80.7118741269951
1096,59.5639,49.1707834657282
1097,2053.5484,129.405669306405
1098,197.6124,67.2653838679253
1104,319.3415,112.093960267743
1106,1123.3243,124.681247802509
1107,940.3749,108.701207189221
1108,427.2305,95.3531279843301
1111,1000.8577,165.884538929313
1113,638.8519,256.935618171905
1114,2806.3358,209.375810870755
1115,723.1581,399.23394087964
1116,214.1667,63.196447418246
1120,1044.3668,185.107895326801
1122,558.6009,83.4677091689082
1125,769.9699,72.9257597290562
1126,461.4273,133.997045329772
1127,4519.0292,197.664006083747
1129,879.7872,100.416023212369
1130,251.8217,102.587070535286
1131,600.6355,401.351150243208
1133,307.9607,90.7773613246391
1134,181.2563,85.3492720664326
1135,56.0979,35.9557860373752
1137,1199.6672,160.913180130126
1138,2152.7074,216.302426838127
1140,328.5026,85.8922423967742
1143,1738.665,222.263934185379
1145,830.06,108.616992956959
1146,642.8852,178.972893772647
1148,124.8491,57.4412417680724
1149,500.5538,72.7838550769957
1152,300.9876,72.1948755534413
1154,1691.894,112.43774970388
1156,131.6849,89.825370629289
1158,1323.0332,273.6593860508
1160,892.1699,146.932751902626
1162,1076.1827,178.28736808175
1163,763.227,90.7288097130076
1164,486.2212,102.710188675323
1165,132.8061,84.8422671997396
1166,1662.3023,176.434061093809
1167,281.1394,131.04630936461
1171,56.9921,56.9926910529612
1172,102.28,98.4935538385471
1174,238.5279,94.4034968329361
1175,257.9521,45.4703846263001
1176,792.7746,166.942687775736
1179,338.239,112.090418462059
1180,370.0251,66.7705117116275
1182,570.5026,124.284685458319
1183,487.4909,203.046656788298
1185,228.9681,90.5773669283371
1186,348.3414,90.3965508028632
1187,860.1808,164.518247333821
1189,535.8535,98.7352490126796
1190,424.4761,135.670145094104
1192,1411.5893,62.1550681838562
1193,298.0886,142.78818154789
1194,986.8534,128.064296135286
1195,249.3407,249.347533851396
1197,1232.6745,235.9554646654
1198,562.583,142.827923212812
1200,118.8031,81.3499816246676
1202,412.3746,93.9341185525009
1203,787.9333,551.013813019454
1205,708.0613,213.785009077052
1207,173.9983,83.2057892516023
1210,146.6399,67.1309275637614
1213,262.3802,66.5894958666322
1214,278.8411,64.3216763470555
1216,264.0994,264.108381499711
1218,1076.6458,208.912113194237
1219,526.6075,66.6375593452249
1220,1011.0473,131.910832979163
1221,241.1354,73.6012213681242
1222,669.9243,85.6975425980054
1223,501.1228,127.267399321921
1225,2494.2494,103.939194444974
1228,367.4589,103.307658739446
1230,519.6072,79.0069613594969
1231,150.2739,80.1113313562237
1232,668.6886,168.892983384081
1234,790.661,92.2717450897326
1236,354.033,354.042201137985
1237,617.3063,131.005160968867
1239,806.8071,87.9502672596136
1242,889.9266,175.954716991866
1243,1434.56,113.914429306991
1244,1793.2864,554.405126642116
1248,357.5121,79.9434759262776
1250,451.3752,89.1696555280432
1251,1077.1139,173.687491010613
1252,2549.6025,268.010829556064
1254,690.8051,690.818335206714
1255,870.5398,108.070325391884
1256,254.5231,36.2724371841177
1257,344.8333,108.45905553663
1259,811.1672,336.067285698438
1260,727.0094,66.5141269266023
1269,176.0323,77.5079156043212
1270,616.8436,133.363758580148
1272,1151.3082,194.242534757359
1274,816.8579,185.368172504153
1275,1383.8419,231.527262660889
1278,182.6959,182.695348800393
1280,450.4723,220.910578861865
1281,139.7621,50.9203864351148
1285,120.0678,84.9795143586816
1286,513.1447,110.597303994466
1287,217.1137,160.174956894625
1288,484.1614,420.896801015595
1289,145.1566,145.158089352073
1291,336.689,79.5804693754471
1293,823.4487,95.508474801667
1294,252.215,80.1565372152836
1295,596.7078,99.5195713733556
1296,936.3923,114.814844215725
1298,434.3344,129.765879588434
1299,1022.0444,68.3994419574447
1302,613.5873,135.024214189823
1303,124.5124,52.0627426003339
1304,429.7742,133.203978815669
1305,1657.331,161.419528370549
1306,1252.5295,174.905236062012
1308,580.6278,79.8440799647942
1309,381.6849,62.2434760485194
1310,1907.3189,146.468466895079
1311,68.9351,68.9335837811559
1312,976.2292,102.666829183698
1313,12125.8332,250.614061861612
1314,1290.8045,218.176251398603
1315,231.3084,117.223639766802
1316,1951.4187,387.242779354216
1319,827.108,123.457226459752
1321,1136.4842,181.32789208446
1322,152.5784,92.1050892241765
1323,152.4019,34.4569920225622
1324,1023.4992,104.540512232401
1327,74.5352,74.5375051592709
1329,79.3958,53.1758330501616
1330,763.8475,138.717192247794
1334,410.9094,125.252514813357
1335,1106.1017,125.994283325272
1336,1056.4179,142.64466901627
1337,835.2667,698.954248877824
1338,419.9511,89.2714418789838
1341,149.0782,80.6489452207338
1344,1713.1283,0
1347,456.1502,70.2781287851976
1348,248.5345,53.6048513088608
1351,345.2793,63.6982078183496
1352,244.2203,79.9731812833415
1353,729.0202,431.921572272811
1354,937.5478,112.280994935893
1356,519.2168,200.671496864408
1357,131.421,46.0748481489136
1358,1420.8053,173.090483434382
1359,419.426,93.8413685335836
1360,129.2417,83.0027905471798
1361,3118.5749,253.695738076814
1362,186.6691,118.975770309917
1363,3004.3024,105.85301473178
1364,185.9937,110.618242555332
1365,204.7611,51.104430347681
1368,487.7366,63.3933325432372
1369,579.7259,138.980685941104
1373,145.2906,60.8360033990757
1374,403.119,57.1505098092894
1375,2833.4474,145.161270606684
1376,183.7342,106.639161501516
1378,1957.9997,157.10548993363
1380,546.4241,88.1016184256878
1381,88.2434,79.4180977688229
1383,1057.582,89.4947349409631
1384,871.9073,121.174801928399
1385,964.5568,121.096782096167
1386,321.0592,93.3507120206559
1387,816.4092,112.196816507727
1389,241.9815,47.9145195004758
1390,106.9807,47.6281785381725
1391,164.0188,54.5174219215987
1393,892.1752,114.193710156171
1394,917.3954,101.213434779813
1395,1341.0335,190.15013607833
1400,1206.2452,166.999418247316
1402,1962.7548,169.18698896913
1403,1265.3846,210.336687712144
1405,935.5744,166.559756417504
1406,394.5676,100.72345330735
1408,94.7658,47.015786204327
1409,1015.1204,89.8746874716016
